Date;Price;Vol.;Change %
08/20/2019;35.33;38.04M;0.08%
08/19/2019;35.3;71.49M;0.40%
08/16/2019;35.16;40.84M;0.83%
08/15/2019;34.87;30.06M;0.03%
08/14/2019;34.86;37.75M;0.03%
08/13/2019;34.85;29.74M;-1.58%
8/12/2019;35.41;39.23M;1.20%
8/9/2019;34.99;33.61M;-1.05%
8/8/2019;35.36;45.63M;2.40%
8/7/2019;34.53;55.06M;-1.00%
8/6/2019;34.88;58.57M;-0.94%
8/5/2019;35.21;45.21M;-1.51%
8/2/2019;35.75;48.95M;-1.24%
8/1/2019;36.2;32.23M;-0.98%
07/31/2019;36.56;27.31M;-0.57%
07/30/2019;36.77;26.18M;-0.16%
07/29/2019;36.83;31.75M;-1.05%
07/26/2019;37.22;23.39M;-0.11%
07/25/2019;37.26;50.99M;2.28%
07/24/2019;36.43;34.26M;0.61%
07/23/2019;36.21;25.08M;-0.44%
07/22/2019;36.37;33.73M;0.00%
07/19/2019;36.37;49.86M;2.97%
07/18/2019;35.32;33.89M;0.31%
07/17/2019;35.21;22.64M;-0.28%
07/16/2019;35.31;27.02M;0.03%
07/15/2019;35.3;42.27M;-0.28%
7/12/2019;35.4;49.75M;-1.39%
7/11/2019;35.9;59.83M;2.22%
7/10/2019;35.12;44.49M;-0.48%
7/9/2019;35.29;28.11M;-0.76%
7/8/2019;35.56;50.61M;-2.50%
7/5/2019;36.47;36.45M;1.08%
7/4/2019;36.08;37.92M;-0.19%
7/3/2019;36.15;47.93M;-1.01%
7/2/2019;36.52;61.22M;-1.03%
7/1/2019;36.9;81.25M;2.56%
06/28/2019;35.98;53.06M;-1.29%
06/27/2019;36.45;92.81M;2.76%
06/26/2019;35.47;105.00M;-1.83%
06/25/2019;36.13;243.51M;-4.82%
06/24/2019;37.96;30.88M;0.72%
06/21/2019;37.69;59.62M;-1.80%
06/20/2019;38.38;74.23M;4.29%
06/19/2019;36.8;65.24M;2.17%
06/18/2019;36.02;30.23M;1.18%
06/17/2019;35.6;26.24M;0.71%
06/14/2019;35.35;34.18M;0.28%
06/13/2019;35.25;25.62M;-0.23%
6/12/2019;35.33;27.09M;-0.25%
6/11/2019;35.42;52.37M;1.96%
6/10/2019;34.74;49.31M;2.48%
6/6/2019;33.9;30.23M;-0.15%
6/5/2019;33.95;26.93M;-0.24%
6/4/2019;34.03;32.79M;-1.08%
6/3/2019;34.4;39.48M;0.56%
05/31/2019;34.21;30.52M;-0.26%
05/30/2019;34.3;29.73M;0.15%
05/29/2019;34.25;37.68M;-0.38%
05/28/2019;34.38;69.46M;1.78%
05/27/2019;33.78;47.73M;0.54%
05/24/2019;33.6;42.99M;0.75%
05/23/2019;33.35;38.39M;-0.54%
05/22/2019;33.53;34.51M;-0.30%
05/21/2019;33.63;50.34M;1.05%
05/20/2019;33.28;41.83M;-0.09%
05/17/2019;33.31;35.93M;-1.07%
05/16/2019;33.67;33.46M;0.12%
05/15/2019;33.63;44.06M;3.29%
05/14/2019;32.56;48.86M;-0.73%
05/13/2019;32.8;34.34M;-2.41%
5/10/2019;33.61;65.48M;3.67%
5/9/2019;32.42;58.11M;-2.14%
5/8/2019;33.13;48.18M;-1.72%
5/7/2019;33.71;61.75M;-0.59%
5/6/2019;33.91;113.37M;-1.57%
04/30/2019;34.45;95.37M;-2.49%
04/29/2019;35.33;55.03M;2.82%
04/26/2019;34.36;51.73M;-3.02%
04/25/2019;35.43;43.38M;-1.03%
04/24/2019;35.8;54.01M;1.62%
04/23/2019;35.23;49.57M;1.24%
04/22/2019;34.8;71.58M;-3.33%
04/19/2019;36;41.18M;1.41%
04/18/2019;35.5;32.27M;-0.92%
04/17/2019;35.83;49.48M;-0.47%
04/16/2019;36;84.08M;3.39%
04/15/2019;34.82;92.49M;0.06%
4/12/2019;34.8;36.34M;-0.46%
4/11/2019;34.96;57.25M;-0.31%
4/10/2019;35.07;67.45M;-0.45%
4/9/2019;35.23;51.12M;-1.95%
4/8/2019;35.93;81.07M;0.96%
4/4/2019;35.59;82.29M;2.09%
4/3/2019;34.86;58.16M;1.07%
4/2/2019;34.49;69.43M;1.20%
4/1/2019;34.08;104.64M;0.47%
03/29/2019;33.92;116.42M;4.31%
03/28/2019;32.52;38.74M;0.37%
03/27/2019;32.4;59.42M;2.89%
03/26/2019;31.49;40.34M;1.03%
03/25/2019;31.17;63.92M;-3.65%
03/22/2019;32.35;43.03M;1.16%
03/21/2019;31.98;38.62M;-0.90%
03/20/2019;32.27;46.54M;0.75%
03/19/2019;32.03;48.68M;-1.02%
03/18/2019;32.36;59.31M;2.18%
03/15/2019;31.67;59.59M;0.70%
03/14/2019;31.45;68.49M;1.32%
03/13/2019;31.04;66.66M;1.24%
3/12/2019;30.66;83.87M;0.43%
3/11/2019;30.53;67.53M;-0.81%
3/8/2019;30.78;77.01M;-1.66%
3/7/2019;31.3;70.77M;-2.86%
3/6/2019;32.22;54.67M;-0.40%
3/5/2019;32.35;67.38M;-1.04%
3/4/2019;32.69;95.65M;-0.64%
3/1/2019;32.9;68.27M;3.65%
02/28/2019;31.74;48.76M;0.09%
02/27/2019;31.71;80.83M;0.70%
02/26/2019;31.49;94.86M;-3.17%
02/25/2019;32.52;110.19M;6.17%
02/22/2019;30.63;41.49M;1.83%
02/21/2019;30.08;45.31M;-0.23%
02/20/2019;30.15;33.43M;0.90%
02/19/2019;29.88;49.37M;0.03%
02/18/2019;29.87;44.67M;2.47%
02/15/2019;29.15;49.57M;-2.38%
02/14/2019;29.86;45.24M;0.07%
02/13/2019;29.84;53.58M;1.77%
2/12/2019;29.32;39.58M;-0.24%
2/11/2019;29.39;35.36M;0.31%
2/1/2019;29.3;39.65M;0.31%
01/31/2019;29.21;57.14M;2.78%
01/30/2019;28.42;26.69M;-0.77%
01/29/2019;28.64;34.66M;-0.07%
01/28/2019;28.66;57.74M;0.49%
01/25/2019;28.52;53.65M;2.33%
01/24/2019;27.87;54.34M;2.61%
01/23/2019;27.16;27.33M;0.67%
01/22/2019;26.98;34.91M;-1.28%
01/21/2019;27.33;41.56M;0.85%
01/18/2019;27.1;54.64M;2.38%
01/17/2019;26.47;32.37M;-1.42%
01/16/2019;26.85;23.00M;0.19%
01/15/2019;26.8;36.67M;1.86%
01/14/2019;26.31;29.42M;-0.57%
1/11/2019;26.46;49.39M;2.36%
1/10/2019;25.85;42.63M;0.58%
1/9/2019;25.7;63.82M;1.90%
1/8/2019;25.22;26.93M;-1.18%
1/7/2019;25.52;45.60M;0.04%
1/4/2019;25.51;66.85M;2.53%
1/3/2019;24.88;37.41M;1.26%
1/2/2019;24.57;55.52M;-2.50%
12/28/2018;25.2;61.34M;1.41%
12/27/2018;24.85;64.02M;0.00%
12/26/2018;24.85;44.68M;-1.74%
12/25/2018;25.29;74.99M;-0.63%
12/24/2018;25.45;64.97M;0.24%
12/21/2018;25.39;87.58M;-2.01%
12/20/2018;25.91;101.58M;-3.21%
12/19/2018;26.77;82.97M;-4.08%
12/18/2018;27.91;41.46M;-1.34%
12/17/2018;28.29;31.13M;-0.14%
12/14/2018;28.33;39.82M;-1.46%
12/13/2018;28.75;55.15M;1.02%
12/12/2018;28.46;20.21M;-0.18%
12/11/2018;28.51;22.73M;0.60%
12/10/2018;28.34;26.70M;-0.84%
12/7/2018;28.58;30.52M;-1.11%
12/6/2018;28.9;37.34M;-1.60%
12/5/2018;29.37;26.23M;-0.68%
12/4/2018;29.57;32.37M;0.37%
12/3/2018;29.46;69.03M;3.19%
11/30/2018;28.55;25.44M;0.88%
11/29/2018;28.3;39.80M;0.07%
11/28/2018;28.28;29.09M;1.04%
11/27/2018;27.99;33.77M;-0.99%
11/26/2018;28.27;27.55M;1.40%
11/23/2018;27.88;32.54M;-1.48%
11/22/2018;28.3;27.59M;-0.35%
11/21/2018;28.4;32.34M;-0.07%
11/20/2018;28.42;33.83M;-1.83%
11/19/2018;28.95;50.29M;1.65%
11/16/2018;28.48;49.70M;0.35%
11/15/2018;28.38;35.41M;0.78%
11/14/2018;28.16;53.59M;-1.47%
11/13/2018;28.58;50.04M;0.07%
11/12/2018;28.56;68.40M;-0.14%
11/9/2018;28.6;119.30M;-4.70%
11/8/2018;30.01;47.92M;1.49%
11/7/2018;29.57;54.99M;-1.00%
11/6/2018;29.87;37.51M;-0.43%
11/5/2018;30;42.83M;-1.09%
11/2/2018;30.33;122.01M;4.41%
11/1/2018;29.05;68.26M;0.48%
10/31/2018;28.91;66.60M;1.98%
10/30/2018;28.35;74.36M;1.80%
10/29/2018;27.85;95.49M;-5.91%
10/26/2018;29.6;49.58M;-0.20%
10/25/2018;29.66;55.84M;0.92%
10/24/2018;29.39;63.58M;1.27%
10/23/2018;29.02;59.41M;-3.27%
10/22/2018;30;84.08M;2.70%
10/19/2018;29.21;76.70M;4.70%
10/18/2018;27.9;57.44M;-3.79%
10/17/2018;29;66.88M;-0.34%
10/16/2018;29.1;57.77M;1.25%
10/15/2018;28.74;35.00M;-1.44%
10/12/2018;29.16;66.13M;2.50%
10/11/2018;28.45;61.55M;-3.89%
10/10/2018;29.6;39.00M;0.68%
10/9/2018;29.4;42.15M;-0.10%
10/8/2018;29.43;62.33M;-4.11%
09/28/2018;30.69;55.60M;0.85%
09/27/2018;30.43;40.26M;-0.07%
09/26/2018;30.45;74.93M;2.80%
09/25/2018;29.62;52.74M;-2.24%
09/21/2018;30.3;77.84M;6.28%
09/20/2018;28.51;28.66M;0.39%
09/19/2018;28.4;43.27M;0.78%
09/18/2018;28.18;39.94M;2.66%
09/17/2018;27.45;16.22M;-1.54%
09/14/2018;27.88;17.55M;0.43%
09/13/2018;27.76;30.68M;1.31%
9/12/2018;27.4;22.99M;0.00%
9/11/2018;27.4;33.47M;-1.79%
9/10/2018;27.9;26.38M;-0.96%
9/7/2018;28.17;39.72M;2.44%
9/6/2018;27.5;24.59M;-0.69%
9/5/2018;27.69;35.94M;-3.32%
9/4/2018;28.64;32.82M;1.78%
9/3/2018;28.14;26.07M;-0.53%
08/31/2018;28.29;46.09M;0.53%
08/30/2018;28.14;27.26M;-2.16%
08/29/2018;28.76;26.10M;0.49%
08/28/2018;28.62;36.84M;0.28%
08/27/2018;28.54;51.08M;3.03%
08/24/2018;27.7;48.03M;1.47%
08/23/2018;27.3;32.13M;0.96%
08/22/2018;27.04;20.27M;-0.22%
08/21/2018;27.1;36.99M;0.52%
08/20/2018;26.96;36.96M;1.66%
08/17/2018;26.52;25.94M;-0.82%
08/16/2018;26.74;38.37M;0.15%
08/15/2018;26.7;38.44M;-2.94%
08/14/2018;27.51;26.59M;-0.72%
08/13/2018;27.71;46.76M;-2.57%
8/10/2018;28.44;27.15M;-1.15%
8/9/2018;28.77;40.39M;2.35%
8/8/2018;28.11;28.24M;-1.30%
8/7/2018;28.48;51.40M;3.23%
8/6/2018;27.59;38.60M;1.28%
8/3/2018;27.24;29.81M;0.22%
8/2/2018;27.18;57.19M;-2.48%
8/1/2018;27.87;53.69M;-1.83%
07/31/2018;28.39;34.83M;-0.77%
07/30/2018;28.61;38.34M;1.85%
07/27/2018;28.09;30.84M;-0.11%
07/26/2018;28.12;45.87M;-0.35%
07/25/2018;28.22;43.02M;1.69%
07/24/2018;27.75;69.45M;-0.39%
07/23/2018;27.86;92.41M;1.75%
07/20/2018;27.38;101.09M;6.87%
07/19/2018;25.62;39.53M;1.30%
07/18/2018;25.29;33.24M;-0.32%
07/17/2018;25.37;28.94M;-1.17%
07/16/2018;25.67;35.93M;-2.13%
07/13/2018;26.23;24.71M;0.73%
7/12/2018;26.04;46.94M;-2.11%
7/11/2018;26.6;31.67M;-0.75%
7/10/2018;26.8;32.68M;-0.56%
7/9/2018;26.95;52.71M;4.30%
7/6/2018;25.84;44.13M;1.57%
7/5/2018;25.44;49.59M;1.56%
7/4/2018;25.05;36.97M;-0.67%
7/3/2018;25.22;65.86M;-0.86%
7/2/2018;25.44;43.52M;-3.78%
06/29/2018;26.44;30.91M;2.28%
06/28/2018;25.85;43.97M;-1.82%
06/27/2018;26.33;44.27M;-2.12%
06/26/2018;26.9;62.32M;-2.78%
06/25/2018;27.67;48.22M;-3.32%
06/22/2018;28.62;22.20M;-0.10%
06/21/2018;28.65;31.62M;0.49%
06/20/2018;28.51;36.45M;-1.66%
06/19/2018;28.99;120.61M;0.17%
06/15/2018;28.94;41.96M;1.30%
06/14/2018;28.57;34.34M;-0.49%
06/13/2018;28.71;26.75M;-0.10%
6/12/2018;28.74;31.20M;0.38%
6/11/2018;28.63;37.83M;1.52%
6/8/2018;28.2;42.62M;-2.42%
6/7/2018;28.9;49.44M;0.35%
6/6/2018;28.8;34.56M;-1.57%
6/5/2018;29.26;37.29M;0.03%
6/4/2018;29.25;43.33M;2.27%
6/1/2018;28.6;29.33M;-0.63%
05/31/2018;28.78;52.29M;1.70%
05/30/2018;28.3;33.96M;-2.21%
05/29/2018;28.94;48.05M;0.49%
05/28/2018;28.8;60.51M;-1.40%
05/25/2018;29.21;25.15M;0.38%
05/24/2018;29.1;35.52M;-1.72%
05/23/2018;29.61;29.65M;-0.70%
05/22/2018;29.82;36.54M;-1.49%
05/21/2018;30.27;41.52M;-0.62%
05/18/2018;30.46;39.40M;2.21%
05/17/2018;29.8;29.05M;-0.57%
05/16/2018;29.97;34.45M;-1.93%
05/15/2018;30.56;32.99M;-0.84%
05/14/2018;30.82;70.77M;2.46%
5/11/2018;30.08;43.54M;0.80%
5/10/2018;29.84;32.22M;0.30%
5/9/2018;29.75;22.26M;0.24%
5/8/2018;29.68;50.31M;2.59%
5/7/2018;28.93;30.75M;0.66%
5/4/2018;28.74;33.77M;-1.91%
5/3/2018;29.3;32.17M;-0.88%
5/2/2018;29.56;49.06M;0.78%
04/27/2018;29.33;57.51M;1.84%
04/26/2018;28.8;33.96M;-0.07%
04/25/2018;28.82;25.17M;-0.14%
04/24/2018;28.86;67.03M;2.01%
04/23/2018;28.29;30.15M;0.28%
04/20/2018;28.21;39.80M;-0.11%
04/19/2018;28.24;42.43M;0.36%
04/18/2018;28.14;65.98M;1.63%
04/17/2018;27.69;61.08M;-1.49%
04/16/2018;28.11;91.46M;-4.84%
04/13/2018;29.54;26.01M;-1.30%
4/12/2018;29.93;33.77M;-1.84%
4/11/2018;30.49;56.04M;0.66%
4/10/2018;30.29;58.60M;5.03%
4/9/2018;28.84;27.74M;0.28%
4/4/2018;28.76;37.78M;-0.17%
4/3/2018;28.81;30.23M;-0.69%
4/2/2018;29.01;47.74M;-0.28%
03/30/2018;29.09;35.68M;-0.75%
03/29/2018;29.31;67.95M;2.13%
03/28/2018;28.7;78.80M;-0.07%
03/27/2018;28.72;80.54M;-1.34%
03/26/2018;29.11;90.58M;-3.96%
03/23/2018;30.31;86.64M;-2.95%
03/22/2018;31.23;44.63M;-0.10%
03/21/2018;31.26;58.52M;0.87%
03/20/2018;30.99;38.24M;0.91%
03/19/2018;30.71;32.27M;1.92%
03/16/2018;30.13;36.80M;-1.28%
03/15/2018;30.52;24.20M;0.43%
03/14/2018;30.39;26.32M;-1.11%
03/13/2018;30.73;37.38M;-0.36%
3/12/2018;30.84;58.17M;-1.00%
3/9/2018;31.15;35.51M;0.74%
3/8/2018;30.92;40.50M;0.49%
3/7/2018;30.77;84.23M;2.43%
3/6/2018;30.04;61.88M;-0.36%
3/5/2018;30.15;33.62M;0.40%
3/2/2018;30.03;33.88M;-1.22%
3/1/2018;30.4;40.28M;0.33%
02/28/2018;30.3;53.26M;-1.85%
02/27/2018;30.87;71.53M;-2.03%
02/26/2018;31.51;71.86M;-0.85%
02/23/2018;31.78;51.50M;0.89%
02/22/2018;31.5;67.77M;0.41%
02/14/2018;31.37;33.49M;1.49%
02/13/2018;30.91;79.93M;2.86%
2/12/2018;30.05;87.70M;-2.15%
2/9/2018;30.71;132.75M;-1.82%
2/8/2018;31.28;106.98M;-3.43%
2/7/2018;32.39;150.29M;-6.44%
2/6/2018;34.62;141.69M;-0.77%
2/5/2018;34.89;74.33M;1.13%
2/2/2018;34.5;49.47M;0.15%
2/1/2018;34.45;69.29M;1.50%
01/31/2018;33.94;66.48M;4.21%
01/30/2018;32.57;36.57M;-1.24%
01/29/2018;32.98;68.49M;-1.46%
01/26/2018;33.47;70.67M;0.18%
01/25/2018;33.41;78.90M;-1.30%
01/24/2018;33.85;117.65M;-0.59%
01/23/2018;34.05;86.90M;2.93%
01/22/2018;33.08;94.57M;1.91%
01/19/2018;32.46;84.13M;0.43%
01/18/2018;32.32;81.10M;1.99%
01/17/2018;31.69;102.66M;-0.63%
01/16/2018;31.89;65.28M;-0.16%
01/15/2018;31.94;67.32M;1.36%
1/12/2018;31.51;48.73M;1.91%
1/11/2018;30.92;54.07M;1.28%
1/10/2018;30.53;79.93M;2.55%
1/9/2018;29.77;39.87M;1.02%
1/8/2018;29.47;65.86M;-2.09%
1/5/2018;30.1;47.99M;1.52%
1/4/2018;29.65;51.69M;-1.07%
1/3/2018;29.97;71.85M;1.18%
1/2/2018;29.62;67.59M;2.07%
