Date;Price;Vol.;Change %
9/3/2024;120.32;12.80M;1.11%
9/2/2024;119;17.76M;-3.28%
08/30/2024;123.03;33.78M;3.58%
08/29/2024;118.78;30.03M;4.19%
08/28/2024;114;24.73M;-3.14%
08/27/2024;117.7;15.66M;-0.36%
08/26/2024;118.12;20.40M;-2.47%
08/23/2024;121.11;8.90M;0.10%
08/22/2024;120.99;18.53M;-0.99%
08/21/2024;122.2;9.71M;-0.77%
08/20/2024;123.15;10.99M;-0.65%
08/19/2024;123.95;13.88M;-0.85%
08/16/2024;125.01;9.73M;0.05%
08/15/2024;124.95;11.16M;0.50%
08/14/2024;124.33;9.49M;-1.01%
08/13/2024;125.6;12.45M;-1.65%
8/12/2024;127.71;7.31M;-0.29%
8/9/2024;128.08;15.85M;-0.21%
8/8/2024;128.35;20.01M;1.06%
8/7/2024;127;13.26M;0.87%
8/6/2024;125.9;15.35M;-0.08%
8/5/2024;126;24.19M;1.86%
8/2/2024;123.7;9.95M;-0.24%
8/1/2024;124;17.47M;-2.25%
07/31/2024;126.86;26.06M;2.90%
07/30/2024;123.29;20.73M;-0.65%
07/29/2024;124.1;13.94M;-1.66%
07/26/2024;126.2;11.42M;0.33%
07/25/2024;125.78;11.81M;-0.22%
07/24/2024;126.06;14.36M;-0.58%
07/23/2024;126.8;19.76M;-3.37%
07/22/2024;131.22;15.64M;-1.65%
07/19/2024;133.42;19.02M;1.77%
07/18/2024;131.1;18.59M;0.26%
07/17/2024;130.76;22.88M;2.57%
07/16/2024;127.48;15.47M;-0.02%
07/15/2024;127.5;11.97M;0.08%
7/12/2024;127.4;18.94M;-2.36%
7/11/2024;130.48;25.78M;3.11%
7/10/2024;126.54;15.46M;-0.42%
7/9/2024;127.07;19.54M;0.92%
7/8/2024;125.91;20.75M;-2.36%
7/5/2024;128.95;13.94M;-1.26%
7/4/2024;130.59;10.05M;-0.31%
7/3/2024;131;12.43M;-0.43%
7/2/2024;131.56;24.75M;2.54%
7/1/2024;128.3;15.43M;0.20%
06/28/2024;128.04;15.69M;-1.24%
06/27/2024;129.65;12.26M;-1.26%
06/26/2024;131.3;10.22M;-0.16%
06/25/2024;131.51;17.72M;0.37%
06/24/2024;131.03;23.92M;0.64%
06/21/2024;130.2;21.39M;-1.51%
06/20/2024;132.2;12.62M;-1.50%
06/19/2024;134.22;13.70M;0.25%
06/18/2024;133.89;20.30M;-1.36%
06/17/2024;135.73;24.63M;0.04%
06/14/2024;135.68;28.72M;0.83%
06/13/2024;134.56;24.36M;-2.42%
6/12/2024;137.9;15.45M;-0.42%
6/11/2024;138.48;20.67M;-2.71%
6/7/2024;142.34;15.87M;-1.77%
6/6/2024;144.9;12.73M;-0.59%
6/5/2024;145.76;11.11M;-1.37%
6/4/2024;147.78;10.30M;1.23%
6/3/2024;145.98;14.09M;-0.49%
05/31/2024;146.7;13.14M;0.30%
05/30/2024;146.26;16.11M;-1.98%
05/29/2024;149.21;9.10M;-0.55%
05/28/2024;150.03;10.39M;-1.02%
05/27/2024;151.58;10.16M;0.28%
05/24/2024;151.15;11.20M;-1.60%
05/23/2024;153.6;8.99M;-0.98%
05/22/2024;155.12;10.85M;-0.91%
05/21/2024;156.54;8.80M;-0.48%
05/20/2024;157.3;19.37M;0.57%
05/17/2024;156.41;16.18M;1.53%
05/16/2024;154.05;14.94M;1.77%
05/15/2024;151.37;7.84M;0.02%
05/14/2024;151.34;11.35M;0.16%
05/13/2024;151.1;17.26M;-2.16%
5/10/2024;154.43;10.25M;-0.26%
5/9/2024;154.84;11.33M;-0.10%
5/8/2024;155;10.11M;-0.60%
5/7/2024;155.94;14.55M;0.60%
5/6/2024;155.01;31.68M;3.04%
04/30/2024;150.43;15.53M;-0.87%
04/29/2024;151.75;27.54M;-0.33%
04/26/2024;152.25;17.95M;2.19%
04/25/2024;148.98;10.08M;0.00%
04/24/2024;148.98;14.23M;1.33%
04/23/2024;147.03;17.17M;1.71%
04/22/2024;144.56;14.04M;1.16%
04/19/2024;142.9;12.73M;-1.43%
04/18/2024;144.98;15.25M;-0.22%
04/17/2024;145.3;13.70M;0.23%
04/16/2024;144.97;13.57M;-1.60%
04/15/2024;147.32;25.43M;4.86%
4/12/2024;140.49;13.41M;-1.30%
4/11/2024;142.34;15.99M;-0.54%
4/10/2024;143.12;17.17M;-2.29%
4/9/2024;146.48;13.04M;-0.55%
4/8/2024;147.29;27.00M;-4.73%
4/3/2024;154.6;9.83M;-0.58%
4/2/2024;155.5;11.41M;-1.13%
4/1/2024;157.28;17.73M;2.46%
03/29/2024;153.51;8.83M;0.27%
03/28/2024;153.1;14.42M;0.29%
03/27/2024;152.66;12.36M;-1.65%
03/26/2024;155.22;18.09M;2.31%
03/25/2024;151.72;16.17M;-1.11%
03/22/2024;153.43;20.16M;-2.03%
03/21/2024;156.61;13.64M;-0.22%
03/20/2024;156.95;16.16M;-0.27%
03/19/2024;157.37;33.88M;2.52%
03/18/2024;153.5;18.99M;0.66%
03/15/2024;152.49;23.89M;1.96%
03/14/2024;149.56;22.23M;1.22%
03/13/2024;147.76;17.91M;-0.37%
3/12/2024;148.31;45.08M;5.07%
3/11/2024;141.16;19.36M;1.98%
3/8/2024;138.42;12.25M;0.12%
3/7/2024;138.25;11.22M;-0.58%
3/6/2024;139.06;17.65M;-1.79%
3/5/2024;141.59;16.00M;0.90%
3/4/2024;140.33;15.43M;-1.58%
3/1/2024;142.59;15.88M;0.24%
02/29/2024;142.25;17.66M;1.95%
02/28/2024;139.53;19.62M;-0.16%
02/27/2024;139.76;15.06M;0.00%
02/26/2024;139.76;13.99M;-1.38%
02/23/2024;141.71;18.44M;0.43%
02/22/2024;141.1;18.84M;0.06%
02/21/2024;141.02;46.66M;4.94%
02/20/2024;134.38;21.18M;-1.30%
02/19/2024;136.15;28.86M;1.92%
2/8/2024;133.59;24.37M;-0.21%
2/7/2024;133.87;29.07M;0.66%
2/6/2024;132.99;32.38M;5.07%
2/5/2024;126.57;30.80M;2.22%
2/2/2024;123.82;21.09M;-2.12%
2/1/2024;126.5;13.79M;0.16%
01/31/2024;126.3;13.52M;-1.10%
01/30/2024;127.71;17.07M;-3.09%
01/29/2024;131.78;21.61M;0.60%
01/26/2024;131;19.32M;-0.08%
01/25/2024;131.11;27.34M;2.39%
01/24/2024;128.05;16.68M;0.53%
01/23/2024;127.38;16.20M;0.30%
01/22/2024;127;21.34M;-1.47%
01/19/2024;128.89;22.50M;0.77%
01/18/2024;127.9;23.59M;2.21%
01/17/2024;125.14;17.68M;-2.55%
01/16/2024;128.41;12.53M;-0.21%
01/15/2024;128.68;11.58M;-0.05%
1/12/2024;128.75;11.92M;-0.67%
1/11/2024;129.62;15.65M;0.64%
1/10/2024;128.8;16.53M;0.77%
1/9/2024;127.81;17.48M;-0.23%
1/8/2024;128.1;21.02M;-2.39%
1/5/2024;131.24;15.63M;-0.82%
1/4/2024;132.32;17.88M;-1.90%
1/3/2024;134.88;16.42M;-0.82%
1/2/2024;136;21.53M;-3.07%
12/29/2023;140.31;19.45M;0.15%
12/28/2023;140.1;33.61M;4.69%
12/27/2023;133.83;10.43M;-0.36%
12/26/2023;134.32;7.37M;-0.17%
12/25/2023;134.55;9.86M;0.85%
12/22/2023;133.42;16.40M;-0.51%
12/21/2023;134.1;17.66M;1.49%
12/20/2023;132.13;10.63M;-0.90%
12/19/2023;133.33;13.02M;-0.50%
12/18/2023;134;12.93M;0.22%
12/15/2023;133.7;20.01M;0.79%
12/14/2023;132.65;21.44M;-0.84%
12/13/2023;133.78;31.86M;-3.96%
12/12/2023;139.3;14.40M;0.07%
12/11/2023;139.2;32.31M;-2.61%
12/8/2023;142.93;14.48M;0.29%
12/7/2023;142.52;15.11M;-1.10%
12/6/2023;144.1;14.47M;1.00%
12/5/2023;142.67;15.04M;-2.18%
12/4/2023;145.85;10.70M;-0.92%
12/1/2023;147.21;13.43M;-1.30%
11/30/2023;149.15;10.68M;0.57%
11/29/2023;148.3;8.65M;-0.30%
11/28/2023;148.75;13.91M;-0.34%
11/27/2023;149.25;18.53M;-2.60%
11/24/2023;153.23;9.31M;0.10%
11/23/2023;153.07;9.46M;-0.29%
11/22/2023;153.51;8.69M;-1.15%
11/21/2023;155.3;16.70M;0.58%
11/20/2023;154.4;11.49M;-0.39%
11/17/2023;155;8.45M;-0.88%
11/16/2023;156.37;7.04M;-0.56%
11/15/2023;157.25;10.18M;0.87%
11/14/2023;155.9;11.30M;0.66%
11/13/2023;154.88;12.56M;-1.29%
11/10/2023;156.9;8.96M;-1.04%
11/9/2023;158.55;9.20M;-0.05%
11/8/2023;158.63;12.65M;-0.43%
11/7/2023;159.31;10.73M;-0.33%
11/6/2023;159.84;13.75M;0.11%
11/3/2023;159.67;13.81M;1.12%
11/2/2023;157.9;16.51M;-1.31%
11/1/2023;160;46.93M;2.56%
10/31/2023;156;14.50M;-0.38%
10/30/2023;156.6;27.40M;2.36%
10/27/2023;152.99;17.07M;1.28%
10/26/2023;151.05;14.62M;1.15%
10/25/2023;149.34;25.44M;3.67%
10/24/2023;144.05;16.71M;0.21%
10/23/2023;143.75;12.03M;0.03%
10/20/2023;143.7;13.32M;-0.38%
10/19/2023;144.25;21.74M;-3.34%
10/18/2023;149.24;10.11M;-0.78%
10/17/2023;150.41;10.72M;0.18%
10/16/2023;150.14;15.24M;-2.27%
10/13/2023;153.63;14.29M;-1.35%
10/12/2023;155.73;13.80M;1.32%
10/11/2023;153.7;9.91M;0.19%
10/10/2023;153.41;12.72M;-0.56%
10/9/2023;154.27;15.36M;-1.17%
09/28/2023;156.1;12.39M;-0.31%
09/27/2023;156.59;13.28M;-0.04%
09/26/2023;156.65;12.50M;-1.42%
09/25/2023;158.9;10.54M;-0.64%
09/22/2023;159.92;15.43M;1.43%
09/21/2023;157.66;12.95M;-1.36%
09/20/2023;159.84;8.71M;-0.66%
09/19/2023;160.91;11.37M;-1.16%
09/18/2023;162.8;16.30M;1.93%
09/15/2023;159.71;17.76M;-1.41%
09/14/2023;162;13.05M;-1.01%
09/13/2023;163.65;13.11M;0.41%
9/12/2023;162.98;8.94M;-0.83%
9/11/2023;164.35;16.07M;1.50%
9/8/2023;161.92;10.50M;-0.72%
9/7/2023;163.1;11.89M;-1.56%
9/6/2023;165.69;13.05M;-0.02%
9/5/2023;165.72;19.06M;-1.32%
9/4/2023;167.93;46.50M;5.13%
9/1/2023;159.74;23.24M;2.46%
08/31/2023;155.91;22.00M;-1.21%
08/30/2023;157.82;22.60M;-0.99%
08/29/2023;159.4;23.87M;1.21%
08/28/2023;157.49;54.58M;-2.51%
08/25/2023;161.55;11.63M;-0.44%
08/24/2023;162.26;17.59M;1.41%
08/23/2023;160.01;14.68M;-1.32%
08/22/2023;162.15;15.69M;0.11%
08/21/2023;161.97;16.45M;-0.95%
08/18/2023;163.53;27.95M;-2.91%
08/17/2023;168.44;16.69M;1.04%
08/16/2023;166.7;11.63M;0.12%
08/15/2023;166.5;16.81M;-1.26%
08/14/2023;168.62;21.09M;-2.17%
8/11/2023;172.36;14.89M;-2.24%
8/10/2023;176.31;10.42M;-0.49%
8/9/2023;177.18;8.68M;0.17%
8/8/2023;176.88;11.61M;-0.24%
8/7/2023;177.31;15.69M;-1.10%
8/4/2023;179.28;14.35M;0.38%
8/3/2023;178.6;15.26M;0.35%
8/2/2023;177.98;15.51M;-1.06%
8/1/2023;179.88;19.57M;-0.62%
07/31/2023;181;31.56M;-0.10%
07/28/2023;181.18;31.97M;1.52%
07/27/2023;178.46;18.80M;0.37%
07/26/2023;177.8;17.40M;-0.95%
07/25/2023;179.5;44.06M;5.99%
07/24/2023;169.36;13.17M;-1.12%
07/21/2023;171.27;19.54M;1.61%
07/20/2023;168.56;12.75M;0.14%
07/19/2023;168.32;7.69M;-0.05%
07/18/2023;168.4;8.20M;-0.74%
07/17/2023;169.66;9.33M;-1.35%
07/14/2023;171.99;15.07M;-0.38%
07/13/2023;172.65;32.35M;4.35%
7/12/2023;165.46;11.88M;0.19%
7/11/2023;165.14;7.02M;0.33%
7/10/2023;164.6;9.67M;0.57%
7/7/2023;163.66;7.90M;-0.39%
7/6/2023;164.3;10.14M;-0.65%
7/5/2023;165.38;11.54M;-1.69%
7/4/2023;168.22;12.60M;0.51%
7/3/2023;167.36;17.34M;2.32%
06/30/2023;163.57;10.34M;-0.15%
06/29/2023;163.81;11.77M;-1.72%
06/28/2023;166.67;11.94M;0.33%
06/27/2023;166.12;20.07M;-0.32%
06/26/2023;166.66;21.93M;-2.77%
06/21/2023;171.4;13.95M;-1.50%
06/20/2023;174.01;17.87M;-1.99%
06/19/2023;177.54;24.23M;-3.55%
06/16/2023;184.08;21.63M;1.14%
06/15/2023;182;24.05M;2.43%
06/14/2023;177.68;24.10M;2.66%
06/13/2023;173.08;18.29M;1.57%
6/12/2023;170.41;24.18M;3.54%
6/9/2023;164.59;11.96M;-0.14%
6/8/2023;164.82;9.16M;0.50%
6/7/2023;164;9.53M;-0.98%
6/6/2023;165.62;13.54M;0.25%
6/5/2023;165.2;11.34M;-1.61%
6/2/2023;167.9;19.21M;2.80%
6/1/2023;163.32;16.90M;1.33%
05/31/2023;161.18;21.34M;-2.42%
05/30/2023;165.17;18.36M;-1.84%
05/29/2023;168.26;12.98M;-1.08%
05/26/2023;170.1;12.29M;1.13%
05/25/2023;168.2;14.39M;-1.26%
05/24/2023;170.35;13.36M;-2.10%
05/23/2023;174;13.67M;-2.03%
05/22/2023;177.61;30.24M;3.99%
05/19/2023;170.8;12.07M;1.27%
05/18/2023;168.66;8.78M;-0.40%
05/17/2023;169.34;8.60M;-0.67%
05/16/2023;170.49;9.94M;-1.13%
05/15/2023;172.44;13.08M;1.81%
5/12/2023;169.37;12.96M;-1.85%
5/11/2023;172.57;12.29M;-0.43%
5/10/2023;173.32;11.89M;-0.83%
5/9/2023;174.77;22.29M;1.97%
5/8/2023;171.4;17.75M;-1.33%
5/5/2023;173.71;25.17M;2.82%
5/4/2023;168.95;26.59M;-0.03%
04/28/2023;169;17.94M;-0.10%
04/27/2023;169.17;15.04M;0.33%
04/26/2023;168.61;14.81M;-0.70%
04/25/2023;169.8;15.49M;1.07%
04/24/2023;168;17.61M;-2.33%
04/21/2023;172;12.09M;-0.86%
04/20/2023;173.5;14.80M;-1.58%
04/19/2023;176.29;12.62M;-1.14%
04/18/2023;178.32;14.41M;0.08%
04/17/2023;178.18;18.56M;1.48%
04/14/2023;175.59;14.47M;-1.29%
04/13/2023;177.88;21.08M;1.17%
4/12/2023;175.82;27.28M;-2.61%
4/11/2023;180.53;19.12M;-2.23%
4/10/2023;184.65;33.97M;-2.33%
4/7/2023;189.06;11.30M;-0.78%
4/6/2023;190.54;15.11M;-2.86%
4/4/2023;196.15;14.25M;0.49%
4/3/2023;195.19;13.37M;-0.92%
03/31/2023;197;12.76M;-0.70%
03/30/2023;198.39;15.15M;1.59%
03/29/2023;195.28;15.95M;1.44%
03/28/2023;192.5;10.92M;1.10%
03/27/2023;190.41;11.88M;-1.35%
03/24/2023;193.02;10.25M;-0.80%
03/23/2023;194.58;13.28M;1.47%
03/22/2023;191.77;10.85M;-0.24%
03/21/2023;192.24;18.79M;3.41%
03/20/2023;185.9;15.46M;-1.38%
03/17/2023;188.5;15.61M;-1.41%
03/16/2023;191.2;12.05M;-0.58%
03/15/2023;192.32;12.99M;-1.52%
03/14/2023;195.28;10.28M;-1.67%
03/13/2023;198.6;12.65M;1.72%
3/10/2023;195.24;11.10M;-1.39%
3/9/2023;198;16.85M;-0.65%
3/8/2023;199.3;10.22M;-0.57%
3/7/2023;200.45;12.53M;-2.02%
3/6/2023;204.58;11.14M;-0.57%
3/3/2023;205.76;9.28M;-0.23%
3/2/2023;206.24;7.45M;-0.55%
3/1/2023;207.38;15.45M;1.45%
02/28/2023;204.42;11.48M;-0.19%
02/27/2023;204.81;17.30M;1.84%
02/24/2023;201.1;20.40M;-1.95%
02/23/2023;205.1;14.58M;-1.16%
02/22/2023;207.5;14.10M;-1.23%
02/21/2023;210.08;13.94M;-1.35%
02/20/2023;212.95;19.17M;2.31%
02/17/2023;208.15;18.45M;-1.25%
02/16/2023;210.79;21.34M;-0.10%
02/15/2023;211;16.93M;0.84%
02/14/2023;209.24;18.49M;-1.49%
02/13/2023;212.4;28.91M;3.76%
2/10/2023;204.7;14.03M;-1.30%
2/9/2023;207.39;24.49M;3.93%
2/8/2023;199.55;16.91M;-1.78%
2/7/2023;203.17;15.81M;0.73%
2/6/2023;201.7;33.41M;-3.95%
2/3/2023;210;19.94M;-1.18%
2/2/2023;212.51;18.33M;1.17%
2/1/2023;210.06;25.66M;0.51%
01/31/2023;209;25.72M;-3.95%
01/30/2023;217.6;32.18M;4.25%
01/20/2023;208.72;27.35M;1.67%
01/19/2023;205.3;18.12M;-0.24%
01/18/2023;205.8;27.24M;1.45%
01/17/2023;202.86;21.51M;-1.77%
01/16/2023;206.52;36.35M;4.00%
01/13/2023;198.58;24.51M;2.68%
1/12/2023;193.39;13.82M;-0.37%
1/11/2023;194.1;17.00M;-0.58%
1/10/2023;195.24;20.28M;-0.33%
1/9/2023;195.88;27.56M;2.85%
1/6/2023;190.46;23.34M;0.77%
1/5/2023;189;40.28M;5.81%
1/4/2023;178.62;12.88M;0.24%
1/3/2023;178.2;18.21M;-1.38%
12/30/2022;180.69;14.98M;1.09%
12/29/2022;178.75;16.85M;-0.79%
12/28/2022;180.18;13.94M;-0.48%
12/27/2022;181.05;15.23M;1.37%
12/26/2022;178.6;17.83M;-0.94%
12/23/2022;180.29;19.86M;0.44%
12/22/2022;179.5;24.44M;2.87%
12/21/2022;174.49;15.39M;1.15%
12/20/2022;172.51;34.35M;-4.13%
12/19/2022;179.95;19.42M;-1.41%
12/16/2022;182.52;18.64M;0.31%
12/15/2022;181.96;19.93M;-1.15%
12/14/2022;184.08;28.70M;2.57%
12/13/2022;179.47;19.28M;0.63%
12/12/2022;178.35;29.91M;-2.68%
12/9/2022;183.27;41.96M;4.87%
12/8/2022;174.76;15.64M;0.62%
12/7/2022;173.68;31.13M;-0.98%
12/6/2022;175.4;43.37M;4.09%
12/5/2022;168.51;29.80M;3.34%
12/2/2022;163.06;21.05M;-0.93%
12/1/2022;164.59;44.09M;4.93%
11/30/2022;156.86;25.23M;1.17%
11/29/2022;155.05;41.04M;5.01%
11/28/2022;147.65;19.01M;0.18%
11/25/2022;147.38;10.68M;-0.29%
11/24/2022;147.81;15.09M;-1.31%
11/23/2022;149.77;11.35M;-0.31%
11/22/2022;150.23;14.38M;0.87%
11/21/2022;148.93;21.76M;-3.05%
11/18/2022;153.61;14.59M;0.66%
11/17/2022;152.6;16.56M;-1.04%
11/16/2022;154.21;18.26M;0.04%
11/15/2022;154.15;27.66M;2.56%
11/14/2022;150.3;28.20M;0.19%
11/11/2022;150.02;36.85M;2.92%
11/10/2022;145.76;17.67M;0.25%
11/9/2022;145.4;15.12M;-1.42%
11/8/2022;147.49;23.57M;-2.41%
11/7/2022;151.14;22.87M;0.76%
11/4/2022;150;47.90M;6.44%
11/3/2022;140.92;19.28M;-1.88%
11/2/2022;143.62;31.87M;0.73%
11/1/2022;142.58;39.16M;6.80%
10/31/2022;133.5;22.59M;-2.91%
10/28/2022;137.5;25.59M;0.29%
10/27/2022;137.1;36.97M;-4.39%
10/26/2022;143.4;17.96M;0.90%
10/25/2022;142.12;20.96M;-0.77%
10/24/2022;143.23;34.40M;-5.86%
10/21/2022;152.15;16.32M;-1.30%
10/20/2022;154.15;16.12M;-0.23%
10/19/2022;154.5;17.39M;-2.65%
10/18/2022;158.7;13.97M;0.67%
10/17/2022;157.65;14.67M;-0.92%
10/14/2022;159.12;22.87M;3.61%
10/13/2022;153.57;19.14M;-1.93%
10/12/2022;156.6;24.24M;-1.25%
10/11/2022;158.59;16.39M;-0.20%
10/10/2022;158.9;25.65M;-6.10%
09/30/2022;169.23;16.70M;0.43%
09/29/2022;168.51;17.56M;-0.64%
09/28/2022;169.6;24.43M;-0.72%
09/27/2022;170.83;35.44M;5.38%
09/26/2022;162.11;21.04M;1.87%
09/23/2022;159.13;12.03M;0.14%
09/22/2022;158.9;18.21M;-2.78%
09/21/2022;163.45;12.76M;-1.41%
09/20/2022;165.79;18.49M;1.70%
09/19/2022;163.02;17.24M;1.20%
09/16/2022;161.08;17.81M;-2.02%
09/15/2022;164.4;24.49M;1.23%
09/14/2022;162.4;14.34M;-0.75%
09/13/2022;163.63;22.46M;1.34%
9/9/2022;161.46;20.32M;1.50%
9/8/2022;159.07;14.87M;0.08%
9/7/2022;158.94;14.15M;-0.99%
9/6/2022;160.53;14.69M;0.95%
9/5/2022;159.02;22.43M;-1.74%
9/2/2022;161.84;15.59M;-1.05%
9/1/2022;163.56;15.84M;-2.17%
08/31/2022;167.19;26.73M;1.93%
08/30/2022;164.03;18.64M;-0.80%
08/29/2022;165.35;25.43M;-2.79%
08/26/2022;170.1;24.38M;0.41%
08/25/2022;169.41;17.49M;1.30%
08/24/2022;167.24;18.03M;-0.45%
08/23/2022;168;22.92M;-2.04%
08/22/2022;171.5;15.51M;-1.24%
08/19/2022;173.66;12.60M;0.13%
08/18/2022;173.43;17.96M;-1.57%
08/17/2022;176.2;12.21M;0.55%
08/16/2022;175.23;11.00M;-0.44%
08/15/2022;176;13.84M;-1.51%
8/12/2022;178.7;10.86M;0.44%
8/11/2022;177.91;13.97M;2.25%
8/10/2022;174;14.35M;-1.68%
8/9/2022;176.98;8.54M;-0.52%
8/8/2022;177.91;13.03M;-0.71%
8/5/2022;179.18;12.70M;1.36%
8/4/2022;176.78;13.37M;1.25%
8/3/2022;174.59;15.40M;-0.61%
8/2/2022;175.66;17.67M;-1.64%
8/1/2022;178.58;15.61M;0.10%
07/29/2022;178.4;34.03M;-4.66%
07/28/2022;187.12;9.26M;-0.52%
07/27/2022;188.1;9.75M;-1.51%
07/26/2022;190.99;13.75M;1.55%
07/25/2022;188.08;12.48M;1.17%
07/22/2022;185.91;11.70M;-0.42%
07/21/2022;186.7;11.07M;-1.27%
07/20/2022;189.11;11.25M;0.11%
07/19/2022;188.9;12.02M;0.84%
07/18/2022;187.33;17.80M;-1.35%
07/15/2022;189.9;20.72M;-0.12%
07/14/2022;190.13;15.11M;-1.54%
07/13/2022;193.1;18.99M;1.63%
7/12/2022;190;16.99M;0.33%
7/11/2022;189.38;19.26M;-1.72%
7/8/2022;192.7;16.41M;0.58%
7/7/2022;191.59;26.68M;-1.62%
7/6/2022;194.74;22.76M;-1.95%
7/5/2022;198.61;26.30M;-1.21%
7/4/2022;201.04;22.59M;-0.97%
7/1/2022;203;21.94M;0.53%
06/30/2022;201.93;42.52M;5.17%
06/29/2022;192;29.00M;-3.83%
06/28/2022;199.65;31.68M;3.45%
06/27/2022;193;36.64M;4.32%
06/24/2022;185;24.52M;2.55%
06/23/2022;180.4;15.97M;1.31%
06/22/2022;178.07;22.35M;-1.98%
06/21/2022;181.66;21.81M;-1.00%
06/20/2022;183.49;31.20M;1.27%
06/17/2022;181.18;28.62M;2.02%
06/16/2022;177.6;20.50M;0.18%
06/15/2022;177.28;32.54M;2.00%
06/14/2022;173.8;19.73M;0.75%
06/13/2022;172.51;26.43M;-2.77%
6/10/2022;177.42;21.56M;0.80%
6/9/2022;176.01;20.78M;-1.19%
6/8/2022;178.13;32.53M;2.30%
6/7/2022;174.12;29.51M;0.68%
6/6/2022;172.94;27.81M;1.88%
6/2/2022;169.75;16.52M;-0.39%
6/1/2022;170.41;21.93M;-0.58%
05/31/2022;171.4;48.65M;3.14%
05/30/2022;166.18;51.09M;5.21%
05/27/2022;157.95;21.07M;0.46%
05/26/2022;157.22;19.43M;-0.15%
05/25/2022;157.45;16.40M;0.56%
05/24/2022;156.57;18.86M;-1.79%
05/23/2022;159.43;27.65M;-1.87%
05/20/2022;162.47;45.23M;5.83%
05/19/2022;153.52;14.88M;-0.69%
05/18/2022;154.58;16.56M;-1.01%
05/17/2022;156.15;13.34M;0.63%
05/16/2022;155.18;17.77M;-1.12%
05/13/2022;156.94;15.26M;-0.72%
5/12/2022;158.08;17.07M;0.36%
5/11/2022;157.51;24.39M;1.40%
5/10/2022;155.33;20.11M;0.36%
5/9/2022;154.78;18.62M;-1.45%
5/6/2022;157.06;19.09M;-2.77%
5/5/2022;161.54;24.48M;-0.36%
04/29/2022;162.13;44.87M;-2.24%
04/28/2022;165.85;25.71M;2.76%
04/27/2022;161.39;23.93M;1.82%
04/26/2022;158.5;25.45M;2.26%
04/25/2022;155;28.64M;-6.30%
04/22/2022;165.43;20.01M;1.75%
04/21/2022;162.58;17.12M;-2.00%
04/20/2022;165.9;20.63M;0.55%
04/19/2022;165;16.50M;-1.30%
04/18/2022;167.18;18.41M;-1.60%
04/15/2022;169.9;22.64M;-0.97%
04/14/2022;171.57;43.12M;5.70%
04/13/2022;162.32;23.89M;-0.95%
4/12/2022;163.88;33.42M;6.65%
4/11/2022;153.66;24.26M;-4.32%
4/8/2022;160.59;16.54M;0.09%
4/7/2022;160.45;18.56M;0.27%
4/6/2022;160.01;17.94M;0.07%
4/1/2022;159.9;28.75M;3.12%
03/31/2022;155.06;20.14M;-1.20%
03/30/2022;156.95;32.37M;5.21%
03/29/2022;149.18;23.52M;-1.34%
03/28/2022;151.2;27.45M;-3.81%
03/25/2022;157.19;21.36M;-2.58%
03/24/2022;161.36;19.81M;-2.76%
03/23/2022;165.94;18.46M;1.00%
03/22/2022;164.3;12.29M;-0.85%
03/21/2022;165.71;17.11M;-1.30%
03/18/2022;167.9;18.59M;-0.20%
03/17/2022;168.24;34.83M;2.09%
03/16/2022;164.8;34.90M;4.87%
03/15/2022;157.15;31.29M;-5.49%
03/14/2022;166.27;18.14M;-3.20%
3/11/2022;171.77;25.80M;-0.22%
3/10/2022;172.15;41.77M;5.69%
3/9/2022;162.88;39.92M;-2.03%
3/8/2022;166.25;33.35M;0.15%
3/7/2022;166;47.74M;-5.88%
3/4/2022;176.37;31.29M;-3.13%
3/3/2022;182.07;31.29M;-3.77%
3/2/2022;189.2;15.02M;-2.07%
3/1/2022;193.19;20.03M;1.68%
02/28/2022;190;14.31M;-0.25%
02/25/2022;190.48;13.67M;0.95%
02/24/2022;188.69;25.96M;-3.83%
02/23/2022;196.2;14.80M;1.45%
02/22/2022;193.4;19.37M;-2.91%
02/21/2022;199.2;15.19M;0.10%
02/18/2022;199;11.61M;0.79%
02/17/2022;197.44;13.05M;-0.99%
02/16/2022;199.41;11.91M;-0.20%
02/15/2022;199.8;17.74M;0.90%
02/14/2022;198.01;19.03M;1.93%
2/11/2022;194.27;27.37M;0.64%
2/10/2022;193.04;16.87M;-1.50%
2/9/2022;195.98;23.74M;3.15%
2/8/2022;190;30.45M;-2.87%
2/7/2022;195.62;24.81M;-1.39%
01/28/2022;198.38;25.78M;-2.47%
01/27/2022;203.4;20.99M;-1.29%
01/26/2022;206.05;21.51M;-1.11%
01/25/2022;208.36;15.56M;-3.12%
01/24/2022;215.07;13.80M;-1.01%
01/21/2022;217.26;23.97M;1.89%
01/20/2022;213.22;19.47M;1.15%
01/19/2022;210.8;14.40M;-0.33%
01/18/2022;211.49;18.47M;1.27%
01/17/2022;208.84;16.94M;0.79%
01/14/2022;207.2;13.65M;-0.81%
01/13/2022;208.9;26.76M;-4.14%
1/12/2022;217.92;17.89M;2.14%
1/11/2022;213.36;13.16M;-0.74%
1/10/2022;214.96;20.84M;-1.24%
1/7/2022;217.66;16.87M;-0.83%
1/6/2022;219.48;19.76M;-1.91%
1/5/2022;223.75;20.56M;0.08%
1/4/2022;223.56;20.18M;0.40%
12/31/2021;222.66;24.04M;-1.26%
12/30/2021;225.5;26.48M;-0.09%
12/29/2021;225.7;34.98M;-5.00%
12/28/2021;237.58;14.37M;0.58%
