Date;Price;Vol.;Change %
04/28/2022;18.77;78.34M;-0.21%
04/27/2022;18.81;103.66M;2.62%
04/26/2022;18.33;145.89M;-4.68%
04/25/2022;19.23;105.14M;-3.27%
04/22/2022;19.88;73.90M;0.20%
04/21/2022;19.84;83.65M;-0.35%
04/20/2022;19.91;71.21M;-1.53%
04/19/2022;20.22;57.39M;-0.35%
04/18/2022;20.29;92.58M;-2.83%
04/15/2022;20.88;77.07M;-0.43%
04/14/2022;20.97;99.29M;1.30%
04/13/2022;20.7;92.86M;-1.90%
4/12/2022;21.1;115.70M;3.08%
4/11/2022;20.47;88.91M;-2.89%
4/8/2022;21.08;95.10M;1.93%
4/7/2022;20.68;72.48M;-2.08%
4/6/2022;21.12;66.71M;0.00%
4/1/2022;21.12;100.03M;1.05%
03/31/2022;20.9;68.82M;-0.81%
03/30/2022;21.07;134.04M;4.05%
03/29/2022;20.25;53.24M;-1.03%
03/28/2022;20.46;65.00M;0.44%
03/25/2022;20.37;61.64M;-1.50%
03/24/2022;20.68;54.08M;-0.77%
03/23/2022;20.84;54.95M;-0.05%
03/22/2022;20.85;66.48M;0.19%
03/21/2022;20.81;118.24M;-2.98%
03/18/2022;21.45;145.06M;3.52%
03/17/2022;20.72;162.89M;-0.53%
03/16/2022;20.83;231.06M;6.22%
03/15/2022;19.61;156.70M;-4.43%
03/14/2022;20.52;81.27M;-1.82%
3/11/2022;20.9;154.70M;1.16%
3/10/2022;20.66;123.47M;-0.48%
3/9/2022;20.76;138.21M;-1.61%
3/8/2022;21.1;118.33M;-2.94%
3/7/2022;21.74;141.96M;-4.36%
3/4/2022;22.73;79.03M;-2.03%
3/3/2022;23.2;57.81M;0.61%
3/2/2022;23.06;68.86M;-1.33%
3/1/2022;23.37;76.81M;0.17%
02/28/2022;23.33;61.45M;0.04%
02/25/2022;23.32;72.76M;-0.60%
02/24/2022;23.46;133.85M;-3.26%
02/23/2022;24.25;76.32M;0.92%
02/22/2022;24.03;106.58M;-2.00%
02/21/2022;24.52;62.93M;-0.49%
02/18/2022;24.64;51.12M;1.36%
02/17/2022;24.31;62.81M;-0.94%
02/16/2022;24.54;68.42M;-0.61%
02/15/2022;24.69;80.51M;-0.44%
02/14/2022;24.8;99.63M;-3.46%
2/11/2022;25.69;115.99M;1.42%
2/10/2022;25.33;62.94M;0.08%
2/9/2022;25.31;79.96M;-0.24%
2/8/2022;25.37;84.62M;0.36%
2/7/2022;25.28;117.85M;2.76%
01/28/2022;24.6;179.88M;1.86%
01/27/2022;24.15;224.92M;-6.03%
01/18/2022;25.7;131.03M;0.12%
01/17/2022;25.67;161.96M;2.56%
01/14/2022;25.03;185.10M;-5.05%
01/13/2022;26.36;114.44M;0.73%
1/12/2022;26.17;60.59M;0.81%
1/11/2022;25.96;65.89M;0.50%
1/10/2022;25.83;45.87M;0.43%
1/7/2022;25.72;57.22M;1.18%
1/6/2022;25.42;89.90M;-2.00%
1/5/2022;25.94;98.24M;-1.89%
1/4/2022;26.44;60.63M;0.11%
12/31/2021;26.41;67.05M;0.15%
12/30/2021;26.37;78.14M;1.89%
12/29/2021;25.88;48.60M;-0.65%
12/28/2021;26.05;54.91M;0.19%
12/27/2021;26;45.19M;1.21%
12/24/2021;25.69;50.00M;-0.93%
12/23/2021;25.93;44.80M;0.19%
12/22/2021;25.88;39.87M;-0.88%
12/21/2021;26.11;53.08M;0.89%
12/20/2021;25.88;74.91M;-1.56%
12/17/2021;26.29;66.58M;-1.35%
12/16/2021;26.65;59.02M;0.95%
12/15/2021;26.4;67.84M;0.30%
12/14/2021;26.32;91.01M;-1.31%
12/13/2021;26.67;154.82M;0.87%
12/10/2021;26.44;121.40M;-1.64%
12/9/2021;26.88;189.59M;1.47%
12/8/2021;26.49;141.81M;1.30%
12/7/2021;26.15;183.70M;0.93%
12/6/2021;25.91;316.42M;4.56%
12/3/2021;24.78;104.57M;1.56%
12/2/2021;24.4;73.97M;0.70%
12/1/2021;24.23;84.25M;1.94%
11/30/2021;23.77;61.88M;-0.13%
11/29/2021;23.8;63.22M;-0.50%
11/26/2021;23.92;47.07M;-0.71%
11/25/2021;24.09;45.11M;-0.41%
11/24/2021;24.19;51.68M;-0.08%
11/23/2021;24.21;64.60M;-0.33%
11/22/2021;24.29;69.69M;-0.04%
11/19/2021;24.3;79.66M;0.91%
11/18/2021;24.08;78.50M;0.17%
11/17/2021;24.04;67.81M;0.12%
11/16/2021;24.01;228.15M;-4.80%
11/15/2021;25.22;64.21M;-0.47%
11/12/2021;25.34;108.86M;-1.59%
11/11/2021;25.75;145.56M;2.96%
11/10/2021;25.01;105.74M;-2.23%
11/9/2021;25.58;56.36M;0.47%
11/8/2021;25.46;56.82M;0.39%
11/5/2021;25.36;54.52M;-0.31%
11/4/2021;25.44;63.04M;0.20%
11/3/2021;25.39;57.03M;-0.55%
11/2/2021;25.53;89.88M;-1.73%
11/1/2021;25.98;97.96M;0.39%
10/29/2021;25.88;164.18M;4.57%
10/28/2021;24.75;64.84M;0.32%
10/27/2021;24.67;80.22M;-2.34%
10/26/2021;25.26;60.90M;-1.52%
10/25/2021;25.65;80.87M;0.75%
10/22/2021;25.46;69.22M;1.19%
10/21/2021;25.16;63.26M;0.64%
10/20/2021;25;50.33M;-0.20%
10/19/2021;25.05;51.16M;0.28%
10/18/2021;24.98;48.68M;0.08%
10/15/2021;24.96;62.08M;0.81%
10/14/2021;24.76;49.32M;0.20%
10/13/2021;24.71;60.04M;-0.60%
10/12/2021;24.86;112.57M;-3.12%
10/11/2021;25.66;58.94M;-0.35%
10/8/2021;25.75;75.13M;1.86%
09/30/2021;25.28;83.43M;-1.29%
09/29/2021;25.61;94.43M;-0.97%
09/28/2021;25.86;71.11M;0.82%
09/27/2021;25.65;95.22M;-1.50%
09/24/2021;26.04;81.70M;-0.61%
09/23/2021;26.2;104.00M;1.99%
09/22/2021;25.69;89.57M;-1.00%
09/17/2021;25.95;107.76M;1.84%
09/16/2021;25.48;134.77M;-2.90%
09/15/2021;26.24;108.91M;-0.91%
09/14/2021;26.48;160.23M;-2.61%
09/13/2021;27.19;121.57M;-0.29%
9/10/2021;27.27;215.25M;2.02%
9/9/2021;26.73;119.92M;-0.63%
9/8/2021;26.9;156.66M;-0.92%
9/7/2021;27.15;209.61M;1.23%
9/6/2021;26.82;180.08M;0.86%
9/3/2021;26.59;282.58M;-1.85%
9/2/2021;27.09;260.44M;0.74%
9/1/2021;26.89;437.52M;4.71%
08/31/2021;25.68;306.29M;5.51%
08/30/2021;24.34;138.61M;-1.58%
08/27/2021;24.73;103.83M;0.61%
08/26/2021;24.58;104.46M;-1.36%
08/25/2021;24.92;135.37M;-0.88%
08/24/2021;25.14;220.88M;2.91%
08/23/2021;24.43;116.46M;0.78%
08/20/2021;24.24;136.33M;-1.62%
08/19/2021;24.64;198.18M;-2.42%
08/18/2021;25.25;316.22M;5.60%
08/17/2021;23.91;183.94M;-0.42%
08/16/2021;24.01;121.34M;-0.37%
08/13/2021;24.1;110.27M;1.52%
8/12/2021;23.74;72.61M;0.17%
8/11/2021;23.7;101.87M;-0.29%
8/10/2021;23.77;108.18M;1.06%
8/9/2021;23.52;112.83M;1.91%
8/6/2021;23.08;60.13M;0.92%
8/5/2021;22.87;77.86M;-1.68%
8/4/2021;23.26;69.39M;-0.30%
8/3/2021;23.33;112.31M;0.26%
8/2/2021;23.27;147.75M;3.01%
07/30/2021;22.59;89.69M;-1.87%
07/29/2021;23.02;85.80M;0.66%
07/28/2021;22.87;82.21M;-0.17%
07/27/2021;22.91;101.89M;-2.51%
07/26/2021;23.5;123.68M;-3.05%
07/23/2021;24.24;140.42M;0.46%
07/22/2021;24.13;101.47M;1.30%
07/21/2021;23.82;84.45M;0.89%
07/20/2021;23.61;45.97M;-0.80%
07/19/2021;23.8;65.18M;-0.13%
07/16/2021;23.83;91.08M;0.68%
07/15/2021;23.67;72.79M;1.50%
07/14/2021;23.32;80.29M;-1.69%
07/13/2021;23.72;61.63M;-0.71%
7/12/2021;23.89;104.79M;1.62%
7/9/2021;23.51;62.95M;-0.38%
7/8/2021;23.6;66.20M;-0.17%
7/7/2021;23.64;60.34M;-0.17%
7/6/2021;23.68;60.06M;0.64%
7/5/2021;23.53;67.82M;-0.51%
7/2/2021;23.65;122.95M;-4.13%
7/1/2021;24.67;105.50M;-1.08%
06/30/2021;24.94;74.68M;0.56%
06/29/2021;24.8;78.46M;-1.31%
06/28/2021;25.13;94.08M;-1.49%
06/25/2021;25.51;165.83M;2.04%
06/24/2021;25;86.78M;0.97%
06/23/2021;24.76;72.42M;0.41%
06/22/2021;24.66;60.92M;0.65%
06/21/2021;24.5;76.19M;-0.61%
06/18/2021;24.65;75.68M;0.45%
06/17/2021;24.54;59.94M;-0.45%
06/16/2021;24.65;64.02M;0.28%
06/15/2021;24.58;79.25M;-1.44%
6/11/2021;24.94;129.02M;-2.81%
6/10/2021;25.66;81.99M;-0.27%
6/9/2021;25.73;72.41M;-0.73%
6/8/2021;25.92;109.29M;-0.54%
6/7/2021;26.06;136.61M;2.04%
6/4/2021;25.54;136.77M;1.43%
6/3/2021;25.18;78.23M;-0.08%
6/2/2021;25.2;97.65M;-2.21%
6/1/2021;25.77;104.70M;-1.30%
05/31/2021;26.11;92.41M;-0.27%
05/28/2021;26.18;139.29M;1.00%
05/27/2021;25.92;111.91M;0.15%
05/26/2021;25.88;194.09M;-1.33%
05/25/2021;26.23;291.18M;3.96%
05/24/2021;25.23;140.01M;2.52%
05/21/2021;24.61;82.75M;-1.80%
05/20/2021;25.06;110.91M;1.13%
05/19/2021;24.78;80.66M;0.04%
05/18/2021;24.77;92.56M;-0.48%
05/17/2021;24.89;212.86M;-2.16%
05/14/2021;25.44;332.62M;7.66%
05/13/2021;23.63;55.69M;-1.29%
5/12/2021;23.94;57.02M;0.29%
5/11/2021;23.87;68.06M;0.42%
5/10/2021;23.77;66.27M;1.41%
5/7/2021;23.44;83.76M;-2.33%
5/6/2021;24;98.14M;0.63%
04/30/2021;23.85;106.94M;0.25%
04/29/2021;23.79;159.26M;3.98%
04/28/2021;22.88;48.52M;0.57%
04/27/2021;22.75;70.62M;-1.30%
04/26/2021;23.05;71.50M;-1.50%
04/23/2021;23.4;49.38M;-0.34%
04/22/2021;23.48;54.54M;-0.51%
04/21/2021;23.6;40.77M;-0.72%
04/20/2021;23.77;62.82M;-1.04%
04/19/2021;24.02;84.80M;1.48%
04/16/2021;23.67;51.97M;1.24%
04/15/2021;23.38;48.10M;-0.85%
04/14/2021;23.58;50.42M;0.90%
04/13/2021;23.37;46.25M;0.30%
4/12/2021;23.3;59.00M;-1.27%
4/9/2021;23.6;68.65M;-1.63%
4/8/2021;23.99;60.92M;-0.25%
4/7/2021;24.05;59.42M;-0.41%
4/6/2021;24.15;72.63M;0.08%
4/2/2021;24.13;61.46M;-0.12%
4/1/2021;24.16;58.43M;1.13%
03/31/2021;23.89;54.74M;-1.53%
03/30/2021;24.26;53.65M;0.00%
03/29/2021;24.26;79.64M;1.17%
03/26/2021;23.98;53.85M;0.33%
03/25/2021;23.9;47.60M;-0.58%
03/24/2021;24.04;93.13M;-0.08%
03/23/2021;24.06;76.06M;-0.37%
03/22/2021;24.15;105.31M;0.71%
03/19/2021;23.98;121.01M;1.83%
03/18/2021;23.55;68.66M;-0.38%
03/17/2021;23.64;75.37M;1.03%
03/16/2021;23.4;60.21M;0.60%
03/15/2021;23.26;89.76M;-2.19%
3/12/2021;23.78;115.65M;-1.04%
3/11/2021;24.03;79.35M;1.44%
3/10/2021;23.69;87.63M;-0.25%
3/9/2021;23.75;130.53M;-3.22%
3/8/2021;24.54;120.37M;-2.04%
3/5/2021;25.05;114.98M;0.97%
3/4/2021;24.81;128.80M;-2.21%
3/3/2021;25.37;97.03M;0.83%
3/2/2021;25.16;149.00M;-1.80%
3/1/2021;25.62;280.31M;-5.98%
02/26/2021;27.25;109.78M;-1.73%
02/25/2021;27.73;137.93M;1.13%
02/24/2021;27.42;95.86M;-0.65%
02/23/2021;27.6;98.66M;-0.61%
02/22/2021;27.77;167.62M;-2.97%
02/19/2021;28.62;139.27M;2.43%
02/18/2021;27.94;131.08M;0.25%
2/10/2021;27.87;115.79M;-0.43%
2/9/2021;27.99;139.53M;2.45%
2/8/2021;27.32;92.63M;1.11%
2/5/2021;27.02;92.50M;-0.26%
2/4/2021;27.09;179.87M;-3.15%
2/3/2021;27.97;95.82M;-0.67%
2/2/2021;28.16;143.52M;-0.49%
2/1/2021;28.3;88.65M;-0.18%
01/29/2021;28.35;122.96M;-0.53%
01/28/2021;28.5;130.05M;-0.73%
01/27/2021;28.71;100.69M;-0.24%
01/26/2021;28.78;189.74M;-3.97%
01/25/2021;29.97;190.17M;-1.19%
01/22/2021;30.33;198.89M;-2.69%
01/21/2021;31.17;239.86M;0.23%
01/20/2021;31.1;216.62M;2.13%
01/19/2021;30.45;214.39M;0.33%
01/18/2021;30.35;169.55M;0.56%
01/15/2021;30.18;167.94M;-0.07%
01/14/2021;30.2;210.34M;-2.42%
01/13/2021;30.95;355.98M;-3.37%
1/12/2021;32.03;516.16M;9.39%
1/11/2021;29.28;172.54M;-2.59%
1/8/2021;30.06;220.74M;1.04%
1/7/2021;29.75;172.97M;0.44%
1/6/2021;29.62;205.74M;1.65%
1/5/2021;29.14;165.55M;-0.14%
1/4/2021;29.18;194.55M;-0.75%
12/31/2020;29.4;216.59M;3.16%
12/30/2020;28.5;105.01M;1.24%
12/29/2020;28.15;81.81M;0.61%
12/28/2020;27.98;74.04M;-0.14%
12/25/2020;28.02;75.96M;-0.14%
12/24/2020;28.06;61.19M;-0.50%
12/23/2020;28.2;77.78M;0.68%
12/22/2020;28.01;122.57M;-3.51%
12/21/2020;29.03;66.58M;0.76%
12/18/2020;28.81;66.38M;-1.40%
12/17/2020;29.22;98.18M;2.13%
12/16/2020;28.61;59.94M;-0.69%
12/15/2020;28.81;72.80M;-0.10%
12/14/2020;28.84;54.48M;0.31%
12/11/2020;28.75;101.14M;-1.41%
12/10/2020;29.16;105.44M;-0.44%
12/9/2020;29.29;109.93M;-2.40%
12/8/2020;30.01;74.33M;0.00%
12/7/2020;30.01;89.86M;-0.96%
12/4/2020;30.3;122.82M;-1.94%
12/3/2020;30.9;95.76M;-0.58%
12/2/2020;31.08;156.77M;-0.70%
12/1/2020;31.3;227.76M;3.30%
11/30/2020;30.3;299.79M;1.07%
11/27/2020;29.98;111.44M;2.32%
11/26/2020;29.3;62.00M;0.27%
11/25/2020;29.22;84.26M;-1.05%
11/24/2020;29.53;88.56M;-1.24%
11/23/2020;29.9;151.54M;1.63%
11/20/2020;29.42;55.35M;0.31%
11/19/2020;29.33;72.36M;0.62%
11/18/2020;29.15;85.97M;0.07%
11/17/2020;29.13;65.99M;0.55%
11/16/2020;28.97;61.82M;0.91%
11/13/2020;28.71;82.06M;-1.41%
11/12/2020;29.12;54.35M;-0.48%
11/11/2020;29.26;70.97M;-1.65%
11/10/2020;29.75;116.13M;-1.72%
11/9/2020;30.27;176.74M;3.52%
11/6/2020;29.24;88.00M;0.17%
11/5/2020;29.19;92.95M;1.60%
11/4/2020;28.73;69.41M;0.00%
11/3/2020;28.73;97.86M;2.31%
11/2/2020;28.08;137.28M;-1.92%
10/30/2020;28.63;103.39M;-3.34%
10/29/2020;29.62;103.83M;1.23%
10/28/2020;29.26;77.69M;1.00%
10/27/2020;28.97;87.77M;-0.17%
10/26/2020;29.02;138.44M;-3.59%
10/23/2020;30.1;78.83M;-1.12%
10/22/2020;30.44;76.70M;0.03%
10/21/2020;30.43;67.50M;-0.72%
10/20/2020;30.65;85.88M;-0.74%
10/19/2020;30.88;96.89M;-0.64%
10/16/2020;31.08;65.92M;0.36%
10/15/2020;30.97;63.15M;0.06%
10/14/2020;30.95;73.67M;-1.28%
10/13/2020;31.35;92.76M;-1.17%
10/12/2020;31.72;163.38M;3.66%
10/9/2020;30.6;81.71M;1.90%
09/30/2020;30.03;74.33M;-0.76%
09/29/2020;30.26;70.81M;0.13%
09/28/2020;30.22;60.85M;0.07%
09/25/2020;30.2;80.36M;0.83%
09/24/2020;29.95;80.64M;-1.19%
09/23/2020;30.31;69.22M;-1.01%
09/22/2020;30.62;126.15M;-1.00%
09/21/2020;30.93;164.74M;0.10%
09/18/2020;30.9;197.76M;4.36%
09/17/2020;29.61;118.17M;-2.05%
09/16/2020;30.23;80.79M;0.03%
09/15/2020;30.22;77.34M;0.57%
09/14/2020;30.05;65.52M;-0.13%
9/11/2020;30.09;81.85M;0.30%
9/10/2020;30;106.26M;-0.30%
9/9/2020;30.09;113.51M;-1.83%
9/8/2020;30.65;140.28M;2.47%
9/7/2020;29.91;153.56M;-3.64%
9/4/2020;31.04;112.78M;-1.52%
9/3/2020;31.52;126.48M;-1.19%
9/2/2020;31.9;145.02M;-0.65%
9/1/2020;32.11;111.59M;0.97%
08/31/2020;31.8;218.90M;-0.59%
08/28/2020;31.99;192.20M;3.29%
08/27/2020;30.97;118.30M;0.78%
08/26/2020;30.73;190.69M;-3.00%
08/25/2020;31.68;125.49M;-0.38%
08/24/2020;31.8;106.38M;-0.38%
08/21/2020;31.92;122.17M;-0.19%
08/20/2020;31.98;156.65M;-2.17%
08/19/2020;32.69;223.89M;-1.36%
08/18/2020;33.14;239.35M;0.52%
08/17/2020;32.97;383.54M;5.10%
08/14/2020;31.37;144.40M;1.55%
08/13/2020;30.89;163.01M;-0.64%
8/12/2020;31.09;271.68M;-0.70%
8/11/2020;31.31;377.80M;-5.72%
8/10/2020;33.21;537.31M;3.91%
8/7/2020;31.96;486.62M;-0.37%
8/6/2020;32.08;372.58M;7.26%
8/5/2020;29.91;160.86M;-1.03%
8/4/2020;30.22;179.26M;-0.62%
8/3/2020;30.41;229.14M;1.50%
07/31/2020;29.96;225.61M;1.35%
07/30/2020;29.56;194.33M;-0.71%
07/29/2020;29.77;277.64M;4.82%
07/28/2020;28.4;145.54M;-0.35%
07/27/2020;28.5;185.00M;0.00%
07/24/2020;28.5;344.24M;-6.68%
07/23/2020;30.54;281.30M;0.13%
07/22/2020;30.5;346.07M;0.56%
07/21/2020;30.33;222.37M;-1.04%
07/20/2020;30.65;379.10M;7.09%
07/17/2020;28.62;369.12M;-2.39%
07/16/2020;29.32;530.57M;-8.38%
07/15/2020;32;457.12M;-0.09%
07/14/2020;32.03;324.73M;-1.39%
07/13/2020;32.48;473.63M;2.23%
7/10/2020;31.77;432.79M;-3.96%
7/9/2020;33.08;558.54M;-1.25%
7/8/2020;33.5;690.48M;7.61%
7/7/2020;31.13;747.45M;-1.30%
7/6/2020;31.54;807.33M;10.01%
7/3/2020;28.67;725.08M;10.02%
7/2/2020;26.06;464.12M;5.42%
7/1/2020;24.72;184.23M;2.53%
06/30/2020;24.11;159.98M;2.60%
06/29/2020;23.5;151.63M;-3.09%
06/24/2020;24.25;128.69M;0.87%
06/23/2020;24.04;141.66M;-0.29%
06/22/2020;24.11;285.62M;1.09%
06/19/2020;23.85;277.01M;3.34%
06/18/2020;23.08;102.18M;1.36%
06/17/2020;22.77;60.08M;-0.39%
06/16/2020;22.86;63.81M;1.20%
06/15/2020;22.59;100.46M;-0.09%
6/12/2020;22.61;84.22M;-0.79%
6/11/2020;22.79;85.08M;-1.17%
6/10/2020;23.06;58.15M;-0.99%
6/9/2020;23.29;113.13M;1.39%
6/8/2020;22.97;83.98M;0.57%
6/5/2020;22.84;74.82M;0.35%
6/4/2020;22.76;59.28M;-0.61%
6/3/2020;22.9;80.75M;-0.52%
6/2/2020;23.02;82.85M;-0.52%
6/1/2020;23.14;161.86M;3.91%
05/29/2020;22.27;46.56M;-0.93%
05/28/2020;22.48;69.95M;0.85%
05/27/2020;22.29;45.56M;-0.80%
05/26/2020;22.47;54.69M;1.17%
05/25/2020;22.21;59.00M;-0.40%
05/22/2020;22.3;98.19M;-3.13%
05/21/2020;23.02;54.84M;-0.30%
05/20/2020;23.09;66.66M;-0.52%
05/19/2020;23.21;56.51M;0.56%
05/18/2020;23.08;88.92M;-1.54%
05/15/2020;23.44;54.86M;0.00%
05/14/2020;23.44;65.44M;-1.26%
05/13/2020;23.74;64.03M;0.47%
5/12/2020;23.63;65.10M;0.25%
5/11/2020;23.57;95.83M;-1.05%
5/8/2020;23.82;152.78M;1.75%
5/7/2020;23.41;84.63M;-0.89%
5/6/2020;23.62;111.85M;-0.34%
04/30/2020;23.7;133.96M;1.33%
04/29/2020;23.39;79.99M;0.43%
04/28/2020;23.29;134.37M;2.01%
04/27/2020;22.83;61.52M;0.57%
04/24/2020;22.7;72.34M;-0.96%
04/23/2020;22.92;62.37M;-1.16%
04/22/2020;23.19;58.21M;0.09%
04/21/2020;23.17;90.79M;-1.36%
04/20/2020;23.49;80.36M;0.47%
04/17/2020;23.38;150.42M;-1.23%
04/16/2020;23.67;227.90M;2.82%
04/15/2020;23.02;151.89M;-0.82%
04/14/2020;23.21;195.68M;4.22%
04/13/2020;22.27;58.49M;-0.98%
4/10/2020;22.49;85.85M;-0.71%
4/9/2020;22.65;114.69M;0.44%
4/8/2020;22.55;75.76M;-0.13%
4/7/2020;22.58;124.12M;2.03%
4/3/2020;22.13;58.18M;-1.34%
4/2/2020;22.43;77.52M;1.49%
4/1/2020;22.1;66.67M;-0.27%
03/31/2020;22.16;63.83M;-0.49%
03/30/2020;22.27;80.41M;-1.33%
03/27/2020;22.57;90.58M;0.40%
03/26/2020;22.48;69.79M;-1.23%
03/25/2020;22.76;129.35M;2.02%
03/24/2020;22.31;118.82M;1.92%
03/23/2020;21.89;110.51M;-3.40%
03/20/2020;22.66;121.32M;1.34%
03/19/2020;22.36;200.79M;0.58%
03/18/2020;22.23;152.19M;-3.05%
03/17/2020;22.93;172.75M;1.15%
03/16/2020;22.67;205.79M;-5.30%
03/13/2020;23.94;227.36M;-0.17%
3/12/2020;23.98;169.64M;-1.48%
3/11/2020;24.34;179.07M;-2.87%
3/10/2020;25.06;264.46M;3.09%
3/9/2020;24.31;273.46M;-3.19%
3/6/2020;25.11;263.04M;-3.39%
3/5/2020;25.99;445.44M;2.61%
3/4/2020;25.33;276.08M;2.43%
3/3/2020;24.73;259.31M;1.02%
3/2/2020;24.48;254.38M;4.62%
02/28/2020;23.4;291.44M;-5.53%
02/27/2020;24.77;206.40M;0.24%
02/26/2020;24.71;288.16M;-1.98%
02/25/2020;25.21;328.10M;0.68%
02/24/2020;25.04;244.21M;-0.56%
02/21/2020;25.18;353.53M;-0.94%
02/20/2020;25.42;389.86M;5.92%
02/19/2020;24;208.34M;0.08%
02/18/2020;23.98;191.60M;-0.83%
02/17/2020;24.18;320.99M;5.22%
02/14/2020;22.98;202.76M;1.91%
02/13/2020;22.55;149.31M;-1.53%
2/12/2020;22.9;170.17M;0.93%
2/11/2020;22.69;176.34M;0.09%
2/10/2020;22.67;158.04M;0.58%
2/7/2020;22.54;183.64M;-0.40%
2/6/2020;22.63;247.84M;2.54%
2/5/2020;22.07;242.76M;1.56%
2/4/2020;21.73;348.56M;1.02%
2/3/2020;21.51;75.34M;-10.00%
01/23/2020;23.9;245.25M;-5.16%
01/22/2020;25.2;203.63M;0.12%
01/21/2020;25.17;169.18M;-2.29%
01/20/2020;25.76;140.82M;1.58%
01/17/2020;25.36;129.73M;1.00%
01/16/2020;25.11;103.84M;-0.83%
01/15/2020;25.32;114.08M;-0.94%
01/14/2020;25.56;175.92M;-1.58%
01/13/2020;25.97;189.51M;1.64%
1/10/2020;25.55;196.95M;0.43%
1/9/2020;25.44;163.56M;2.00%
1/8/2020;24.94;206.61M;-2.96%
1/7/2020;25.7;200.30M;1.50%
1/6/2020;25.32;230.40M;-0.24%
1/3/2020;25.38;183.80M;-0.43%
1/2/2020;25.49;357.74M;0.75%
12/31/2019;25.3;336.97M;-1.40%
12/30/2019;25.66;615.20M;9.99%
12/27/2019;23.33;170.28M;-1.77%
12/26/2019;23.75;118.20M;2.68%
12/25/2019;23.13;77.41M;-0.22%
12/24/2019;23.18;81.49M;0.56%
12/23/2019;23.05;141.57M;-2.25%
12/20/2019;23.58;138.81M;-0.72%
12/19/2019;23.75;106.18M;-0.21%
12/18/2019;23.8;171.60M;-0.29%
12/17/2019;23.87;274.18M;2.36%
12/16/2019;23.32;180.35M;1.39%
12/13/2019;23;255.69M;3.60%
12/12/2019;22.2;54.99M;-0.13%
12/11/2019;22.23;68.87M;0.09%
12/10/2019;22.21;54.48M;-0.18%
12/9/2019;22.25;69.63M;-0.58%
12/6/2019;22.38;105.91M;0.36%
12/5/2019;22.3;130.15M;2.43%
12/4/2019;21.77;44.53M;-0.37%
12/3/2019;21.85;62.07M;0.78%
12/2/2019;21.68;86.56M;1.26%
11/29/2019;21.41;49.33M;-0.46%
11/28/2019;21.51;32.07M;0.37%
11/27/2019;21.43;47.57M;-0.42%
11/26/2019;21.52;44.99M;-0.46%
11/25/2019;21.62;46.91M;0.60%
11/22/2019;21.49;65.11M;-0.69%
11/21/2019;21.64;49.19M;-0.37%
11/20/2019;21.72;70.47M;-1.94%
11/19/2019;22.15;65.42M;1.19%
11/18/2019;21.89;50.89M;0.83%
11/15/2019;21.71;56.75M;-0.87%
11/14/2019;21.9;43.66M;0.27%
11/13/2019;21.84;48.19M;-0.86%
11/12/2019;22.03;59.19M;0.14%
11/11/2019;22;73.07M;-1.87%
11/8/2019;22.42;97.97M;-1.28%
11/7/2019;22.71;84.68M;1.25%
11/6/2019;22.43;64.75M;-0.84%
11/5/2019;22.62;142.30M;1.62%
11/4/2019;22.26;74.92M;0.36%
11/1/2019;22.18;79.71M;2.21%
10/31/2019;21.7;74.33M;-0.78%
10/29/2019;21.87;69.27M;-2.15%
10/28/2019;22.35;75.08M;1.31%
10/25/2019;22.06;65.78M;0.96%
10/24/2019;21.85;55.34M;0.28%
10/23/2019;21.79;61.42M;-1.40%
10/22/2019;22.1;46.19M;1.14%
10/21/2019;21.85;73.64M;-0.68%
10/18/2019;22;78.36M;-2.31%
10/17/2019;22.52;41.03M;-0.18%
10/16/2019;22.56;63.02M;-0.57%
10/15/2019;22.69;74.58M;-1.73%
10/14/2019;23.09;144.21M;0.65%
10/11/2019;22.94;117.50M;2.46%
10/10/2019;22.39;64.53M;0.72%
10/9/2019;22.23;75.04M;-0.45%
10/8/2019;22.33;78.19M;-0.67%
09/30/2019;22.48;71.86M;-2.47%
09/27/2019;23.05;65.60M;1.45%
09/26/2019;22.72;90.04M;-0.61%
09/25/2019;22.86;66.46M;-0.44%
09/24/2019;22.96;101.60M;-0.04%
09/23/2019;22.97;115.08M;-1.59%
09/20/2019;23.34;114.40M;-1.06%
09/19/2019;23.59;77.90M;0.68%
09/18/2019;23.43;78.40M;-0.42%
09/17/2019;23.53;166.63M;-3.09%
09/16/2019;24.28;126.00M;-1.74%
9/12/2019;24.71;151.23M;1.31%
9/11/2019;24.39;201.60M;0.79%
9/10/2019;24.2;167.60M;-0.49%
9/9/2019;24.32;178.04M;0.70%
9/6/2019;24.15;155.60M;1.34%
9/5/2019;23.83;309.14M;2.14%
9/4/2019;23.33;160.96M;2.15%
9/3/2019;22.84;95.73M;0.31%
9/2/2019;22.77;121.14M;2.02%
08/30/2019;22.32;84.14M;0.31%
08/29/2019;22.25;63.63M;-0.76%
08/28/2019;22.42;72.31M;-1.54%
08/27/2019;22.77;135.50M;2.48%
08/26/2019;22.22;99.37M;-1.86%
08/23/2019;22.64;88.25M;-0.31%
08/22/2019;22.71;65.12M;0.31%
08/21/2019;22.64;77.13M;-0.53%
08/20/2019;22.76;131.38M;-1.60%
08/19/2019;23.13;247.36M;8.44%
08/16/2019;21.33;94.77M;0.61%
08/15/2019;21.2;71.97M;0.24%
08/14/2019;21.15;79.54M;0.38%
08/13/2019;21.07;50.64M;-1.27%
