Date;Price;Vol.;Change %
9/5/2024;19.11;52.39M;-0.05%
9/4/2024;19.12;46.71M;0.00%
9/3/2024;19.12;50.87M;1.06%
9/2/2024;18.92;65.40M;-1.92%
08/30/2024;19.29;142.16M;2.66%
08/29/2024;18.79;86.63M;1.95%
08/28/2024;18.43;33.37M;-0.16%
08/27/2024;18.46;40.21M;0.00%
08/26/2024;18.46;58.84M;-3.35%
08/23/2024;19.1;68.66M;1.98%
08/22/2024;18.73;50.24M;-1.00%
08/21/2024;18.92;37.92M;-0.05%
08/20/2024;18.93;41.66M;-0.58%
08/19/2024;19.04;43.31M;-0.31%
08/16/2024;19.1;45.33M;-0.26%
08/15/2024;19.15;83.52M;1.59%
08/14/2024;18.85;46.50M;-1.10%
08/13/2024;19.06;47.47M;1.01%
8/12/2024;18.87;45.07M;-0.11%
8/9/2024;18.89;54.00M;-0.94%
8/8/2024;19.07;64.73M;0.53%
8/7/2024;18.97;57.25M;-0.73%
8/6/2024;19.11;75.06M;-0.05%
8/5/2024;19.12;96.62M;-0.47%
8/2/2024;19.21;97.70M;-1.89%
8/1/2024;19.58;126.44M;-1.11%
07/31/2024;19.8;225.32M;4.65%
07/30/2024;18.92;70.01M;0.21%
07/29/2024;18.88;95.94M;-1.97%
07/26/2024;19.26;113.43M;1.26%
07/25/2024;19.02;130.62M;0.74%
07/24/2024;18.88;168.79M;-1.67%
07/23/2024;19.2;257.12M;-4.90%
07/22/2024;20.19;370.45M;4.13%
07/19/2024;19.39;159.11M;2.21%
07/18/2024;18.97;88.41M;0.64%
07/17/2024;18.85;83.78M;0.64%
07/16/2024;18.73;84.94M;1.46%
07/15/2024;18.46;53.44M;0.54%
7/12/2024;18.36;36.22M;0.22%
7/11/2024;18.32;55.82M;0.83%
7/10/2024;18.17;91.75M;1.74%
7/9/2024;17.86;64.14M;2.06%
7/8/2024;17.5;60.22M;-1.74%
7/5/2024;17.81;78.68M;-1.27%
7/4/2024;18.04;52.01M;-1.85%
7/3/2024;18.38;43.43M;1.04%
7/2/2024;18.19;40.02M;-0.05%
7/1/2024;18.2;46.62M;-0.16%
06/28/2024;18.23;70.74M;-0.92%
06/27/2024;18.4;54.15M;0.00%
06/26/2024;18.4;51.02M;1.55%
06/25/2024;18.12;74.92M;-1.63%
06/24/2024;18.42;51.98M;-0.11%
06/21/2024;18.44;60.42M;0.33%
06/20/2024;18.38;42.32M;-0.81%
06/19/2024;18.53;46.35M;-0.96%
06/18/2024;18.71;57.47M;0.27%
06/17/2024;18.66;59.64M;0.16%
06/14/2024;18.63;121.17M;2.03%
06/13/2024;18.26;46.16M;-0.11%
6/12/2024;18.28;41.59M;-0.33%
6/11/2024;18.34;45.27M;-0.22%
6/7/2024;18.38;57.16M;-0.59%
6/6/2024;18.49;59.23M;-0.27%
6/5/2024;18.54;45.13M;-0.11%
6/4/2024;18.56;48.65M;0.71%
6/3/2024;18.43;58.60M;-1.02%
05/31/2024;18.62;51.96M;0.32%
05/30/2024;18.56;47.55M;-0.48%
05/29/2024;18.65;37.98M;0.16%
05/28/2024;18.62;47.09M;-0.59%
05/27/2024;18.73;58.37M;0.75%
05/24/2024;18.59;72.65M;-1.48%
05/23/2024;18.87;86.32M;-2.28%
05/22/2024;19.31;64.48M;0.36%
05/21/2024;19.24;56.54M;-0.26%
05/20/2024;19.29;132.56M;0.52%
05/17/2024;19.19;101.01M;2.18%
05/16/2024;18.78;60.51M;0.16%
05/15/2024;18.75;77.41M;-1.37%
05/14/2024;19.01;66.90M;0.16%
05/13/2024;18.98;81.42M;-0.42%
5/10/2024;19.06;90.58M;0.79%
5/9/2024;18.91;74.27M;0.69%
5/8/2024;18.78;78.31M;-1.78%
5/7/2024;19.12;65.98M;-0.47%
5/6/2024;19.21;107.83M;1.05%
04/30/2024;19.01;102.24M;-1.91%
04/29/2024;19.38;188.66M;1.15%
04/26/2024;19.16;225.57M;5.39%
04/25/2024;18.18;51.67M;-0.49%
04/24/2024;18.27;54.86M;0.00%
04/23/2024;18.27;66.57M;-0.05%
04/22/2024;18.28;77.96M;0.83%
04/19/2024;18.13;78.23M;-0.44%
04/18/2024;18.21;134.94M;0.61%
04/17/2024;18.1;120.55M;2.67%
04/16/2024;17.63;124.93M;-0.62%
04/15/2024;17.74;179.91M;-1.11%
4/12/2024;17.94;105.76M;-2.18%
4/11/2024;18.34;61.28M;-0.38%
4/10/2024;18.41;97.60M;-2.75%
4/9/2024;18.93;44.88M;0.05%
4/8/2024;18.92;72.46M;-1.25%
4/3/2024;19.16;53.10M;-0.78%
4/2/2024;19.31;68.86M;-0.52%
4/1/2024;19.41;90.71M;1.09%
03/29/2024;19.2;86.72M;-0.57%
03/28/2024;19.31;103.70M;-0.21%
03/27/2024;19.35;68.78M;-1.28%
03/26/2024;19.6;76.40M;0.51%
03/25/2024;19.5;179.97M;-4.88%
03/22/2024;20.5;76.63M;-1.58%
03/21/2024;20.83;68.06M;-0.05%
03/20/2024;20.84;47.95M;0.05%
03/19/2024;20.83;72.47M;-2.02%
03/18/2024;21.26;102.68M;1.87%
03/15/2024;20.87;60.88M;0.34%
03/14/2024;20.8;67.51M;-1.28%
03/13/2024;21.07;63.55M;-1.54%
3/12/2024;21.4;82.09M;0.99%
3/11/2024;21.19;75.84M;1.88%
3/8/2024;20.8;46.54M;-0.05%
3/7/2024;20.81;89.25M;-1.37%
3/6/2024;21.1;65.45M;-0.38%
3/5/2024;21.18;79.04M;0.09%
3/4/2024;21.16;59.07M;-0.75%
3/1/2024;21.32;72.39M;0.09%
02/29/2024;21.3;96.39M;1.43%
02/28/2024;21;117.29M;-2.14%
02/27/2024;21.46;81.03M;0.56%
02/26/2024;21.34;64.64M;-0.84%
02/23/2024;21.52;77.75M;-0.97%
02/22/2024;21.73;109.40M;1.64%
02/21/2024;21.38;128.71M;1.86%
02/20/2024;20.99;88.86M;0.67%
02/19/2024;20.85;95.22M;-1.88%
2/8/2024;21.25;100.94M;0.33%
2/7/2024;21.18;112.17M;0.19%
2/6/2024;21.14;121.03M;4.76%
2/5/2024;20.18;99.70M;0.00%
2/2/2024;20.18;102.22M;-1.27%
2/1/2024;20.44;76.51M;-0.29%
01/31/2024;20.5;79.32M;0.29%
01/30/2024;20.44;90.06M;-0.68%
01/29/2024;20.58;89.35M;-1.20%
01/26/2024;20.83;148.26M;1.31%
01/25/2024;20.56;154.28M;0.19%
01/24/2024;20.52;145.40M;3.74%
01/23/2024;19.78;115.29M;3.40%
01/22/2024;19.13;98.45M;-1.75%
01/19/2024;19.47;69.11M;-0.10%
01/18/2024;19.49;112.14M;1.40%
01/17/2024;19.22;56.15M;-1.84%
01/16/2024;19.58;58.01M;0.51%
01/15/2024;19.48;33.86M;-0.20%
1/12/2024;19.52;39.75M;-0.41%
1/11/2024;19.6;44.79M;0.72%
1/10/2024;19.46;52.60M;0.00%
1/9/2024;19.46;45.85M;0.21%
1/8/2024;19.42;62.57M;-1.87%
1/5/2024;19.79;69.62M;-1.05%
1/4/2024;20;50.39M;-0.89%
1/3/2024;20.18;54.75M;0.55%
1/2/2024;20.07;58.78M;-1.47%
12/29/2023;20.37;64.44M;0.00%
12/28/2023;20.37;87.21M;2.36%
12/27/2023;19.9;63.18M;0.25%
12/26/2023;19.85;40.26M;-0.80%
12/25/2023;20.01;49.80M;-1.33%
12/22/2023;20.28;53.06M;0.05%
12/21/2023;20.27;53.24M;0.55%
12/20/2023;20.16;61.43M;-2.33%
12/19/2023;20.64;48.55M;0.98%
12/18/2023;20.44;42.24M;-0.10%
12/15/2023;20.46;58.94M;-0.20%
12/14/2023;20.5;54.78M;-1.01%
12/13/2023;20.71;66.80M;-1.99%
12/12/2023;21.13;41.82M;-0.38%
12/11/2023;21.21;71.75M;1.24%
12/8/2023;20.95;46.84M;-0.38%
12/7/2023;21.03;43.10M;0.38%
12/6/2023;20.95;46.37M;-0.85%
12/5/2023;21.13;47.73M;-1.31%
12/4/2023;21.41;37.45M;-0.70%
12/1/2023;21.56;49.45M;0.51%
11/30/2023;21.45;47.75M;0.23%
11/29/2023;21.4;49.88M;-0.97%
11/28/2023;21.61;46.34M;-0.37%
11/27/2023;21.69;82.09M;-1.63%
11/24/2023;22.05;46.54M;-0.85%
11/23/2023;22.24;49.88M;0.14%
11/22/2023;22.21;36.46M;-1.02%
11/21/2023;22.44;74.42M;0.40%
11/20/2023;22.35;58.83M;-0.75%
11/17/2023;22.52;48.46M;0.40%
11/16/2023;22.43;46.21M;-0.75%
11/15/2023;22.6;72.85M;-0.09%
11/14/2023;22.62;110.55M;1.48%
11/13/2023;22.29;53.30M;-0.76%
11/10/2023;22.46;56.77M;0.00%
11/9/2023;22.46;61.01M;-0.53%
11/8/2023;22.58;91.89M;-0.92%
11/7/2023;22.79;96.61M;-0.18%
11/6/2023;22.83;193.51M;4.44%
11/3/2023;21.86;89.51M;1.53%
11/2/2023;21.53;48.26M;-0.92%
11/1/2023;21.73;58.17M;0.09%
10/31/2023;21.71;67.28M;0.51%
10/30/2023;21.6;102.88M;-1.95%
10/27/2023;22.03;92.99M;1.06%
10/26/2023;21.8;53.04M;-0.18%
10/25/2023;21.84;78.45M;1.02%
10/24/2023;21.62;76.56M;2.08%
10/23/2023;21.18;54.60M;-1.63%
10/20/2023;21.53;65.42M;-0.14%
10/19/2023;21.56;79.09M;-1.37%
10/18/2023;21.86;46.93M;-0.41%
10/17/2023;21.95;85.77M;2.05%
10/16/2023;21.51;42.44M;-0.05%
10/13/2023;21.52;37.52M;-1.10%
10/12/2023;21.76;57.71M;1.16%
10/11/2023;21.51;39.39M;0.37%
10/10/2023;21.43;40.56M;-1.15%
10/9/2023;21.68;70.77M;0.09%
09/28/2023;21.66;85.44M;-1.68%
09/27/2023;22.03;58.37M;0.23%
09/26/2023;21.98;57.16M;0.37%
09/25/2023;21.9;103.69M;-3.14%
09/22/2023;22.61;127.84M;4.05%
09/21/2023;21.73;49.30M;-0.78%
09/20/2023;21.9;39.33M;-0.54%
09/19/2023;22.02;47.94M;-0.54%
09/18/2023;22.14;59.73M;0.41%
09/15/2023;22.05;74.91M;-1.08%
09/14/2023;22.29;55.98M;0.04%
09/13/2023;22.28;55.90M;-0.49%
9/12/2023;22.39;65.59M;-0.93%
9/11/2023;22.6;112.71M;1.57%
9/8/2023;22.25;73.57M;0.59%
9/7/2023;22.12;85.78M;-0.05%
9/6/2023;22.13;97.80M;-1.12%
9/5/2023;22.38;64.69M;-0.84%
9/4/2023;22.57;99.22M;0.85%
9/1/2023;22.38;99.84M;0.81%
08/31/2023;22.2;121.64M;-1.60%
08/30/2023;22.56;231.63M;-3.51%
08/29/2023;23.38;251.15M;-1.72%
08/28/2023;23.79;505.64M;1.54%
08/25/2023;23.43;134.36M;-0.55%
08/24/2023;23.56;155.64M;3.33%
08/23/2023;22.8;75.23M;-1.81%
08/22/2023;23.22;127.73M;1.22%
08/21/2023;22.94;211.66M;-4.30%
08/18/2023;23.97;160.08M;0.08%
08/17/2023;23.95;133.10M;-0.25%
08/16/2023;24.01;145.31M;-0.41%
08/15/2023;24.11;149.12M;1.52%
08/14/2023;23.75;193.85M;-1.45%
8/11/2023;24.1;280.17M;-4.37%
8/10/2023;25.2;187.21M;1.16%
8/9/2023;24.91;163.92M;0.04%
8/8/2023;24.9;248.82M;0.52%
8/7/2023;24.77;191.97M;0.28%
8/4/2023;24.7;467.78M;1.11%
8/3/2023;24.43;263.39M;2.43%
8/2/2023;23.85;223.96M;0.76%
8/1/2023;23.67;273.84M;-1.78%
07/31/2023;24.1;446.50M;1.82%
07/28/2023;23.67;441.34M;9.99%
07/27/2023;21.52;91.62M;-1.19%
07/26/2023;21.78;128.43M;0.93%
07/25/2023;21.58;259.00M;5.84%
07/24/2023;20.39;39.67M;0.15%
07/21/2023;20.36;44.54M;0.30%
07/20/2023;20.3;44.11M;-0.54%
07/19/2023;20.41;38.72M;0.59%
07/18/2023;20.29;27.43M;0.05%
07/17/2023;20.28;34.94M;-1.07%
07/14/2023;20.5;44.51M;0.15%
07/13/2023;20.47;80.38M;1.94%
7/12/2023;20.08;31.56M;-0.79%
7/11/2023;20.24;35.39M;0.60%
7/10/2023;20.12;33.94M;-0.05%
7/7/2023;20.13;41.51M;0.40%
7/6/2023;20.05;42.14M;-0.50%
7/5/2023;20.15;34.37M;-0.64%
7/4/2023;20.28;46.24M;0.20%
7/3/2023;20.24;87.16M;2.33%
06/30/2023;19.78;51.83M;1.75%
06/29/2023;19.44;29.59M;-0.31%
06/28/2023;19.5;38.41M;0.05%
06/27/2023;19.49;37.67M;1.04%
06/26/2023;19.29;83.40M;-2.82%
06/21/2023;19.85;51.23M;-1.05%
06/20/2023;20.06;60.14M;-0.45%
06/19/2023;20.15;67.96M;-1.18%
06/16/2023;20.39;70.24M;0.44%
06/15/2023;20.3;83.09M;1.50%
06/14/2023;20;75.62M;0.10%
06/13/2023;19.98;51.00M;0.65%
6/12/2023;19.85;89.76M;-1.64%
6/9/2023;20.18;51.07M;-0.10%
6/8/2023;20.2;77.14M;1.66%
6/7/2023;19.87;47.68M;0.20%
6/6/2023;19.83;74.10M;-0.85%
6/5/2023;20;61.30M;-0.94%
6/2/2023;20.19;88.26M;0.45%
6/1/2023;20.1;75.01M;0.25%
05/31/2023;20.05;98.25M;-1.52%
05/30/2023;20.36;65.59M;0.05%
05/29/2023;20.35;50.02M;-0.10%
05/26/2023;20.37;45.77M;0.25%
05/25/2023;20.32;66.01M;0.20%
05/24/2023;20.28;109.01M;-2.73%
05/23/2023;20.85;77.39M;-2.11%
05/22/2023;21.3;48.50M;0.05%
05/19/2023;21.29;76.68M;-1.75%
05/18/2023;21.67;60.47M;0.05%
05/17/2023;21.66;48.33M;-0.64%
05/16/2023;21.8;80.49M;-0.09%
05/15/2023;21.82;112.29M;1.49%
5/12/2023;21.5;85.13M;-1.38%
5/11/2023;21.8;83.09M;-0.41%
5/10/2023;21.89;210.34M;-3.74%
5/9/2023;22.74;402.37M;0.22%
5/8/2023;22.69;283.88M;3.47%
5/5/2023;21.93;218.31M;3.10%
5/4/2023;21.27;107.03M;1.19%
04/28/2023;21.02;126.83M;-0.05%
04/27/2023;21.03;88.64M;1.94%
04/26/2023;20.63;65.19M;-0.43%
04/25/2023;20.72;74.55M;0.48%
04/24/2023;20.62;71.30M;-0.91%
04/21/2023;20.81;95.29M;-3.43%
04/20/2023;21.55;56.85M;0.33%
04/19/2023;21.48;65.87M;-1.15%
04/18/2023;21.73;99.06M;-0.23%
04/17/2023;21.78;162.42M;3.96%
04/14/2023;20.95;48.10M;0.05%
04/13/2023;20.94;64.72M;-1.87%
4/12/2023;21.34;61.28M;0.00%
4/11/2023;21.34;116.14M;1.04%
4/10/2023;21.12;84.97M;-0.24%
4/7/2023;21.17;79.00M;1.34%
4/6/2023;20.89;56.68M;-0.85%
4/4/2023;21.07;99.25M;0.33%
4/3/2023;21;128.56M;2.54%
03/31/2023;20.48;39.03M;0.00%
03/30/2023;20.48;57.69M;1.34%
03/29/2023;20.21;48.10M;-0.88%
03/28/2023;20.39;38.03M;-0.05%
03/27/2023;20.4;51.39M;-0.58%
03/24/2023;20.52;42.87M;0.15%
03/23/2023;20.49;50.90M;0.94%
03/22/2023;20.3;54.00M;0.45%
03/21/2023;20.21;43.85M;0.80%
03/20/2023;20.05;65.19M;-0.55%
03/17/2023;20.16;88.16M;1.26%
03/16/2023;19.91;47.29M;-0.70%
03/15/2023;20.05;49.52M;0.96%
03/14/2023;19.86;56.90M;-1.34%
03/13/2023;20.13;44.61M;0.70%
3/10/2023;19.99;58.71M;-1.43%
3/9/2023;20.28;44.24M;-0.39%
3/8/2023;20.36;67.68M;-0.73%
3/7/2023;20.51;120.11M;-0.87%
3/6/2023;20.69;87.75M;-2.27%
3/3/2023;21.17;71.04M;1.39%
3/2/2023;20.88;39.57M;-0.10%
3/1/2023;20.9;57.09M;1.21%
02/28/2023;20.65;41.84M;1.03%
02/27/2023;20.44;37.44M;-0.73%
02/24/2023;20.59;76.03M;-2.09%
02/23/2023;21.03;69.46M;1.11%
02/22/2023;20.8;69.02M;-1.38%
02/21/2023;21.09;71.73M;0.24%
02/20/2023;21.04;96.55M;3.95%
02/17/2023;20.24;53.47M;-1.60%
02/16/2023;20.57;75.47M;-0.87%
02/15/2023;20.75;44.15M;-0.81%
02/14/2023;20.92;37.83M;-0.05%
02/13/2023;20.93;47.06M;-0.14%
2/10/2023;20.96;38.99M;-0.99%
2/9/2023;21.17;50.57M;1.44%
2/8/2023;20.87;30.75M;-0.14%
2/7/2023;20.9;41.63M;0.24%
2/6/2023;20.85;78.87M;-2.39%
2/3/2023;21.36;81.98M;-0.33%
2/2/2023;21.43;194.37M;-2.99%
2/1/2023;22.09;100.56M;3.18%
01/31/2023;21.41;82.91M;-0.93%
01/30/2023;21.61;127.82M;-0.28%
01/20/2023;21.67;71.08M;0.23%
01/19/2023;21.62;67.82M;1.12%
01/18/2023;21.38;59.34M;-1.16%
01/17/2023;21.63;80.71M;0.42%
01/16/2023;21.54;236.62M;3.81%
01/13/2023;20.75;82.86M;1.42%
1/12/2023;20.46;38.78M;0.59%
1/11/2023;20.34;55.27M;-0.49%
1/10/2023;20.44;47.98M;-1.02%
1/9/2023;20.65;78.61M;1.18%
1/6/2023;20.41;50.33M;-0.15%
1/5/2023;20.44;78.06M;1.44%
1/4/2023;20.15;49.26M;1.26%
1/3/2023;19.9;69.29M;-0.05%
12/30/2022;19.91;44.87M;0.66%
12/29/2022;19.78;48.37M;-1.35%
12/28/2022;20.05;31.37M;-0.45%
12/27/2022;20.14;59.67M;2.39%
12/26/2022;19.67;34.22M;-0.61%
12/23/2022;19.79;35.49M;-0.40%
12/22/2022;19.87;46.86M;0.66%
12/21/2022;19.74;29.53M;0.15%
12/20/2022;19.71;48.81M;-1.25%
12/19/2022;19.96;68.28M;-2.20%
12/16/2022;20.41;59.45M;0.69%
12/15/2022;20.27;43.31M;-1.31%
12/14/2022;20.54;59.06M;1.18%
12/13/2022;20.3;59.77M;0.30%
12/12/2022;20.24;69.43M;-1.94%
12/9/2022;20.64;84.41M;0.63%
12/8/2022;20.51;63.25M;-0.39%
12/7/2022;20.59;76.08M;-1.48%
12/6/2022;20.9;125.16M;0.34%
12/5/2022;20.83;168.08M;5.04%
12/2/2022;19.83;58.59M;-0.70%
12/1/2022;19.97;197.95M;0.76%
11/30/2022;19.82;105.57M;0.41%
11/29/2022;19.74;121.27M;3.84%
11/28/2022;19.01;53.68M;-1.76%
11/25/2022;19.35;54.24M;1.31%
11/24/2022;19.1;40.62M;-0.62%
11/23/2022;19.22;48.76M;0.31%
11/22/2022;19.16;53.51M;1.64%
11/21/2022;18.85;46.04M;-1.57%
11/18/2022;19.15;56.59M;-1.59%
11/17/2022;19.46;51.36M;0.15%
11/16/2022;19.43;73.02M;-1.87%
11/15/2022;19.8;142.48M;3.12%
11/14/2022;19.2;134.06M;1.27%
11/11/2022;18.96;124.79M;2.88%
11/10/2022;18.43;61.77M;0.99%
11/9/2022;18.25;33.36M;-0.16%
11/8/2022;18.28;37.21M;0.05%
11/7/2022;18.27;59.81M;0.11%
11/4/2022;18.25;86.27M;2.93%
11/3/2022;17.73;37.76M;-1.01%
11/2/2022;17.91;65.15M;0.06%
11/1/2022;17.9;83.41M;4.01%
10/31/2022;17.21;61.83M;-0.06%
10/28/2022;17.22;59.47M;-2.16%
10/27/2022;17.6;51.27M;0.40%
10/26/2022;17.53;69.52M;0.00%
10/25/2022;17.53;73.67M;-1.30%
10/24/2022;17.76;85.25M;-2.42%
10/21/2022;18.2;70.20M;0.55%
10/20/2022;18.1;46.23M;0.00%
10/19/2022;18.1;43.56M;-0.39%
10/18/2022;18.17;37.60M;-0.06%
10/17/2022;18.18;39.55M;0.61%
10/14/2022;18.07;62.16M;2.03%
10/13/2022;17.71;41.44M;-0.45%
10/12/2022;17.79;56.26M;2.30%
10/11/2022;17.39;39.32M;0.35%
10/10/2022;17.33;44.46M;-0.52%
09/30/2022;17.42;41.24M;0.11%
09/29/2022;17.4;56.83M;-1.81%
09/28/2022;17.72;54.43M;-1.94%
09/27/2022;18.07;59.66M;0.28%
09/26/2022;18.02;47.78M;-1.85%
09/23/2022;18.36;37.68M;-0.16%
09/22/2022;18.39;32.70M;-0.22%
09/21/2022;18.43;48.11M;0.05%
09/20/2022;18.42;44.78M;0.00%
09/19/2022;18.42;65.88M;0.00%
09/16/2022;18.42;191.86M;-5.68%
09/15/2022;19.53;61.60M;-0.26%
09/14/2022;19.58;52.35M;-1.26%
09/13/2022;19.83;62.23M;0.25%
9/9/2022;19.78;100.74M;2.43%
9/8/2022;19.31;37.48M;-0.31%
9/7/2022;19.37;31.91M;-0.56%
9/6/2022;19.48;59.98M;1.09%
9/5/2022;19.27;43.06M;0.16%
9/2/2022;19.24;44.62M;-0.31%
9/1/2022;19.3;53.01M;-1.13%
08/31/2022;19.52;88.92M;1.40%
08/30/2022;19.25;60.91M;-0.62%
08/29/2022;19.37;39.99M;-0.15%
08/26/2022;19.4;64.86M;-3.58%
08/25/2022;20.12;96.16M;2.97%
08/24/2022;19.54;76.82M;-1.81%
08/23/2022;19.9;51.53M;-0.25%
08/22/2022;19.95;36.27M;-0.15%
08/19/2022;19.98;37.31M;-0.20%
08/18/2022;20.02;37.19M;-0.89%
08/17/2022;20.2;77.62M;1.30%
08/16/2022;19.94;37.11M;-0.05%
08/15/2022;19.95;50.23M;-0.55%
8/12/2022;20.06;74.18M;-0.55%
8/11/2022;20.17;139.73M;3.54%
8/10/2022;19.48;48.72M;0.52%
8/9/2022;19.38;50.55M;-0.26%
8/8/2022;19.43;47.09M;0.67%
8/5/2022;19.3;70.25M;2.44%
8/4/2022;18.84;61.98M;0.48%
8/3/2022;18.75;56.15M;-0.27%
8/2/2022;18.8;95.61M;-2.79%
8/1/2022;19.34;56.16M;-1.33%
07/29/2022;19.6;58.24M;-1.36%
07/28/2022;19.87;59.54M;0.30%
07/27/2022;19.81;32.67M;-0.10%
07/26/2022;19.83;34.39M;0.86%
07/25/2022;19.66;46.35M;-1.11%
07/22/2022;19.88;47.14M;0.56%
07/21/2022;19.77;42.68M;-1.05%
07/20/2022;19.98;47.16M;0.10%
07/19/2022;19.96;56.73M;0.45%
07/18/2022;19.87;62.23M;1.53%
07/15/2022;19.57;84.48M;-2.25%
07/14/2022;20.02;56.54M;-0.99%
07/13/2022;20.22;54.40M;0.00%
7/12/2022;20.22;72.84M;0.10%
7/11/2022;20.2;101.98M;-2.27%
7/8/2022;20.67;70.93M;-1.05%
7/7/2022;20.89;56.55M;-0.14%
7/6/2022;20.92;78.22M;-1.13%
7/5/2022;21.16;97.83M;-1.31%
7/4/2022;21.44;97.44M;0.47%
7/1/2022;21.34;76.24M;-1.48%
06/30/2022;21.66;105.08M;1.17%
06/29/2022;21.41;102.49M;-1.56%
06/28/2022;21.75;130.72M;-0.23%
06/27/2022;21.8;114.78M;0.79%
06/24/2022;21.63;135.35M;-0.64%
06/23/2022;21.77;218.98M;4.87%
06/22/2022;20.76;108.70M;-1.19%
06/21/2022;21.01;130.35M;1.40%
06/20/2022;20.72;112.34M;-0.48%
06/17/2022;20.82;147.74M;0.00%
06/16/2022;20.82;245.64M;-4.80%
06/15/2022;21.87;387.08M;3.60%
06/14/2022;21.11;204.17M;4.14%
06/13/2022;20.27;119.97M;-2.50%
6/10/2022;20.79;137.84M;2.77%
6/9/2022;20.23;112.64M;-0.64%
6/8/2022;20.36;112.34M;1.24%
6/7/2022;20.11;121.89M;0.75%
6/6/2022;19.96;106.52M;1.42%
6/2/2022;19.68;73.08M;0.36%
6/1/2022;19.61;58.58M;-0.91%
05/31/2022;19.79;74.05M;1.49%
05/30/2022;19.5;51.41M;-0.56%
05/27/2022;19.61;55.15M;-0.05%
05/26/2022;19.62;66.04M;1.61%
05/25/2022;19.31;43.33M;0.36%
05/24/2022;19.24;62.81M;-2.34%
05/23/2022;19.7;57.71M;-0.25%
05/20/2022;19.75;92.18M;1.96%
05/19/2022;19.37;48.80M;-0.77%
05/18/2022;19.52;77.29M;1.04%
05/17/2022;19.32;60.01M;1.31%
05/16/2022;19.07;59.13M;-1.14%
05/13/2022;19.29;56.16M;1.05%
5/12/2022;19.09;53.28M;-0.21%
5/11/2022;19.13;97.68M;0.63%
5/10/2022;19.01;69.57M;1.49%
5/9/2022;18.73;42.20M;-0.37%
5/6/2022;18.8;66.92M;-2.99%
5/5/2022;19.38;81.89M;-1.57%
04/29/2022;19.69;157.14M;4.90%
