Date;Price;Vol.;Change %
8/9/2019;3.46;209.01M;0.00%
8/8/2019;3.46;232.10M;0.87%
8/7/2019;3.43;184.72M;-0.87%
8/6/2019;3.46;293.54M;-1.14%
8/5/2019;3.5;303.81M;-1.41%
8/2/2019;3.55;264.95M;-0.84%
8/1/2019;3.58;212.27M;-0.56%
07/31/2019;3.6;236.24M;-0.28%
07/30/2019;3.61;229.70M;0.28%
07/29/2019;3.6;200.12M;0.28%
07/26/2019;3.59;202.15M;0.00%
07/25/2019;3.59;215.80M;0.00%
07/24/2019;3.59;277.06M;0.00%
07/23/2019;3.59;210.02M;0.56%
07/22/2019;3.57;217.38M;0.00%
07/19/2019;3.57;164.82M;0.56%
07/18/2019;3.55;183.90M;-0.56%
07/17/2019;3.57;125.19M;-0.28%
07/16/2019;3.58;127.12M;-0.28%
07/15/2019;3.59;279.92M;-0.28%
7/12/2019;3.6;165.90M;0.28%
7/11/2019;3.59;128.91M;0.00%
7/10/2019;3.59;122.35M;0.28%
7/9/2019;3.58;185.05M;-0.56%
7/8/2019;3.6;315.45M;-1.37%
7/5/2019;3.65;159.65M;-0.27%
7/4/2019;3.66;225.55M;0.00%
7/3/2019;3.66;292.42M;0.55%
7/2/2019;3.64;297.11M;0.55%
7/1/2019;3.62;343.99M;0.56%
06/28/2019;3.6;283.58M;-0.55%
06/27/2019;3.62;293.53M;0.00%
06/26/2019;3.62;241.61M;-0.55%
06/25/2019;3.64;316.85M;-0.55%
06/24/2019;3.66;211.39M;0.55%
06/21/2019;3.64;418.75M;-0.82%
06/20/2019;3.67;557.33M;0.55%
06/19/2019;3.65;482.92M;-4.45%
06/18/2019;3.82;320.18M;0.53%
06/17/2019;3.8;240.43M;1.06%
06/14/2019;3.76;219.22M;-0.53%
06/13/2019;3.78;199.02M;-0.79%
6/12/2019;3.81;220.02M;0.00%
6/11/2019;3.81;271.60M;0.53%
6/10/2019;3.79;227.79M;0.53%
6/6/2019;3.77;143.68M;0.00%
6/5/2019;3.77;255.24M;0.53%
6/4/2019;3.75;212.91M;0.54%
6/3/2019;3.73;246.02M;1.36%
05/31/2019;3.68;207.12M;-0.81%
05/30/2019;3.71;204.35M;0.82%
05/29/2019;3.68;228.56M;-1.08%
05/28/2019;3.72;321.53M;0.54%
05/27/2019;3.7;230.03M;0.27%
05/24/2019;3.69;209.08M;0.27%
05/23/2019;3.68;240.32M;0.27%
05/22/2019;3.67;165.99M;0.00%
05/21/2019;3.67;227.54M;0.55%
05/20/2019;3.65;312.33M;1.11%
05/17/2019;3.61;289.64M;-0.28%
05/16/2019;3.62;246.61M;0.28%
05/15/2019;3.61;255.58M;0.84%
05/14/2019;3.58;227.47M;-0.56%
05/13/2019;3.6;189.50M;-1.37%
5/10/2019;3.65;313.57M;1.67%
5/9/2019;3.59;239.39M;-0.55%
5/8/2019;3.61;245.61M;-1.37%
5/7/2019;3.66;275.76M;0.27%
5/6/2019;3.65;610.12M;-2.93%
04/30/2019;3.76;292.76M;0.53%
04/29/2019;3.74;324.72M;0.54%
04/26/2019;3.72;262.92M;-0.53%
04/25/2019;3.74;306.62M;-0.80%
04/24/2019;3.77;329.86M;0.00%
04/23/2019;3.77;301.90M;-0.26%
04/22/2019;3.78;328.46M;-1.82%
04/19/2019;3.85;250.98M;0.26%
04/18/2019;3.84;245.13M;-1.03%
04/17/2019;3.88;502.88M;-0.26%
04/16/2019;3.89;757.17M;2.91%
04/15/2019;3.78;550.80M;1.07%
4/12/2019;3.74;222.19M;0.27%
4/11/2019;3.73;277.32M;-1.06%
4/10/2019;3.77;255.75M;-0.26%
4/9/2019;3.78;270.02M;-0.26%
4/8/2019;3.79;627.84M;0.00%
4/4/2019;3.79;675.95M;1.34%
4/3/2019;3.74;446.37M;-0.27%
4/2/2019;3.75;495.86M;-0.53%
4/1/2019;3.77;587.27M;1.07%
03/29/2019;3.73;390.20M;1.63%
03/28/2019;3.67;206.86M;-0.54%
03/27/2019;3.69;262.89M;0.54%
03/26/2019;3.67;246.44M;0.27%
03/25/2019;3.66;339.84M;-1.61%
03/22/2019;3.72;228.55M;0.27%
03/21/2019;3.71;251.74M;-0.54%
03/20/2019;3.73;239.02M;-0.27%
03/19/2019;3.74;240.27M;-0.27%
03/18/2019;3.75;374.79M;1.08%
03/15/2019;3.71;274.26M;0.27%
03/14/2019;3.7;299.75M;-0.27%
03/13/2019;3.71;367.13M;-0.80%
3/12/2019;3.74;451.90M;0.81%
3/11/2019;3.71;430.84M;0.54%
3/8/2019;3.69;556.76M;-2.89%
3/7/2019;3.8;530.04M;-1.30%
3/6/2019;3.85;540.35M;0.26%
3/5/2019;3.84;460.86M;-0.78%
3/4/2019;3.87;914.70M;0.52%
3/1/2019;3.85;524.43M;1.32%
02/28/2019;3.8;347.21M;-0.52%
02/27/2019;3.82;604.08M;0.79%
02/26/2019;3.79;735.60M;-2.32%
02/25/2019;3.88;950.19M;5.43%
02/22/2019;3.68;353.51M;0.00%
02/21/2019;3.68;216.43M;-0.54%
02/20/2019;3.7;201.07M;0.27%
02/19/2019;3.69;302.49M;-0.27%
02/18/2019;3.7;349.71M;1.37%
02/15/2019;3.65;266.92M;-1.62%
02/14/2019;3.71;220.08M;-1.33%
02/13/2019;3.76;246.74M;1.08%
2/12/2019;3.72;186.86M;0.54%
2/11/2019;3.7;203.14M;-0.54%
2/1/2019;3.72;176.77M;0.00%
01/31/2019;3.72;251.36M;1.09%
01/30/2019;3.68;159.90M;-0.27%
01/29/2019;3.69;165.20M;0.27%
01/28/2019;3.68;220.71M;0.27%
01/25/2019;3.67;276.10M;1.66%
01/24/2019;3.61;155.82M;0.56%
01/23/2019;3.59;165.45M;0.56%
01/22/2019;3.57;136.11M;-0.28%
01/21/2019;3.58;291.30M;0.00%
01/18/2019;3.58;353.17M;1.42%
01/17/2019;3.53;249.37M;0.28%
01/16/2019;3.52;148.98M;-0.28%
01/15/2019;3.53;173.06M;0.86%
01/14/2019;3.5;165.91M;-0.85%
1/11/2019;3.53;206.22M;0.57%
1/10/2019;3.51;273.77M;-1.13%
1/9/2019;3.55;289.71M;0.57%
1/8/2019;3.53;195.11M;-1.12%
1/7/2019;3.57;226.88M;-0.56%
1/4/2019;3.59;204.98M;1.41%
1/3/2019;3.54;147.05M;0.57%
1/2/2019;3.52;198.90M;-2.22%
12/28/2018;3.6;205.64M;0.00%
12/27/2018;3.6;268.65M;0.28%
12/26/2018;3.59;216.01M;0.84%
12/25/2018;3.56;319.30M;0.85%
12/24/2018;3.53;220.04M;0.57%
12/21/2018;3.51;281.73M;0.00%
12/20/2018;3.51;289.00M;-0.57%
12/19/2018;3.53;161.10M;-0.56%
12/18/2018;3.55;178.32M;-0.84%
12/17/2018;3.58;201.92M;0.28%
12/14/2018;3.57;163.04M;-0.56%
12/13/2018;3.59;167.48M;0.56%
12/12/2018;3.57;108.52M;0.28%
12/11/2018;3.56;108.47M;0.00%
12/10/2018;3.56;122.18M;-0.56%
12/7/2018;3.58;119.03M;0.28%
12/6/2018;3.57;233.54M;-0.83%
12/5/2018;3.6;159.25M;-0.28%
12/4/2018;3.61;142.84M;-0.28%
12/3/2018;3.62;304.72M;1.40%
11/30/2018;3.57;164.60M;0.56%
11/29/2018;3.55;160.27M;-0.84%
11/28/2018;3.58;145.70M;0.28%
11/27/2018;3.57;115.39M;-0.56%
11/26/2018;3.59;164.64M;0.56%
11/23/2018;3.57;185.92M;-0.83%
11/22/2018;3.6;104.89M;-0.55%
11/21/2018;3.62;162.05M;0.56%
11/20/2018;3.6;245.10M;-1.37%
11/19/2018;3.65;272.48M;1.39%
11/16/2018;3.6;289.30M;-0.28%
11/15/2018;3.61;220.73M;0.56%
11/14/2018;3.59;319.02M;-1.64%
11/13/2018;3.65;256.41M;0.27%
11/12/2018;3.64;310.30M;-0.27%
11/9/2018;3.65;512.57M;-3.69%
11/8/2018;3.79;165.08M;0.26%
11/7/2018;3.78;193.50M;-0.26%
11/6/2018;3.79;218.91M;-0.79%
11/5/2018;3.82;297.73M;-1.29%
11/2/2018;3.87;516.99M;1.31%
11/1/2018;3.82;258.19M;-1.29%
10/31/2018;3.87;251.97M;0.78%
10/30/2018;3.84;267.31M;0.52%
10/29/2018;3.82;273.84M;-2.30%
10/26/2018;3.91;275.91M;0.77%
10/25/2018;3.88;243.83M;0.26%
10/24/2018;3.87;354.66M;1.57%
10/23/2018;3.81;229.53M;-2.06%
10/22/2018;3.89;452.24M;2.64%
10/19/2018;3.79;359.41M;2.99%
10/18/2018;3.68;198.85M;-2.39%
10/17/2018;3.77;256.45M;0.80%
10/16/2018;3.74;188.04M;1.08%
10/15/2018;3.7;200.30M;-1.07%
10/12/2018;3.74;279.28M;2.47%
10/11/2018;3.65;319.76M;-2.93%
10/10/2018;3.76;196.75M;0.27%
10/9/2018;3.75;189.85M;-1.06%
10/8/2018;3.79;301.13M;-2.57%
09/28/2018;3.89;346.14M;1.30%
09/27/2018;3.84;301.26M;-0.26%
09/26/2018;3.85;443.59M;-0.26%
09/25/2018;3.86;303.37M;-1.78%
09/21/2018;3.93;634.61M;7.08%
09/20/2018;3.67;214.56M;0.55%
09/19/2018;3.65;236.82M;0.27%
09/18/2018;3.64;152.37M;0.55%
09/17/2018;3.62;87.55M;-0.28%
09/14/2018;3.63;137.01M;0.00%
09/13/2018;3.63;151.20M;1.68%
9/12/2018;3.57;92.92M;-0.56%
9/11/2018;3.59;104.98M;-0.28%
9/10/2018;3.6;150.19M;0.28%
9/7/2018;3.59;105.21M;0.56%
9/6/2018;3.57;153.66M;-0.83%
9/5/2018;3.6;170.75M;-1.37%
9/4/2018;3.65;177.34M;0.27%
9/3/2018;3.64;148.08M;0.28%
08/31/2018;3.63;209.63M;0.83%
08/30/2018;3.6;133.07M;-1.10%
08/29/2018;3.64;167.48M;0.55%
08/28/2018;3.62;119.00M;-0.55%
08/27/2018;3.64;222.44M;0.83%
08/24/2018;3.61;217.33M;1.12%
08/23/2018;3.57;132.73M;0.00%
08/22/2018;3.57;105.75M;-0.56%
08/21/2018;3.59;174.80M;0.56%
08/20/2018;3.57;173.73M;2.00%
08/17/2018;3.5;178.05M;-0.28%
08/16/2018;3.51;217.78M;0.57%
08/15/2018;3.49;185.96M;-1.69%
08/14/2018;3.55;151.04M;-0.28%
08/13/2018;3.56;226.47M;-1.39%
8/10/2018;3.61;141.16M;-0.55%
8/9/2018;3.63;202.16M;1.40%
8/8/2018;3.58;151.85M;-1.38%
8/7/2018;3.63;219.17M;1.97%
8/6/2018;3.56;370.23M;0.85%
8/3/2018;3.53;291.31M;0.86%
8/2/2018;3.5;286.63M;-2.78%
8/1/2018;3.6;249.58M;-1.10%
07/31/2018;3.64;177.94M;0.83%
07/30/2018;3.61;227.22M;0.56%
07/27/2018;3.59;149.99M;0.00%
07/26/2018;3.59;234.36M;-1.37%
07/25/2018;3.64;208.25M;0.55%
07/24/2018;3.62;364.77M;0.56%
07/23/2018;3.6;478.08M;1.69%
07/20/2018;3.54;454.73M;5.04%
07/19/2018;3.37;215.49M;-1.17%
07/18/2018;3.41;171.99M;0.00%
07/17/2018;3.41;133.32M;-0.29%
07/16/2018;3.42;198.46M;-2.29%
07/13/2018;3.5;137.26M;-0.85%
7/12/2018;3.53;243.27M;2.02%
7/11/2018;3.46;199.42M;-1.14%
7/10/2018;3.5;197.80M;-0.57%
7/9/2018;3.52;337.28M;3.83%
7/6/2018;3.39;297.74M;0.89%
7/5/2018;3.36;316.40M;1.20%
7/4/2018;3.32;271.62M;0.30%
7/3/2018;3.31;357.70M;-0.30%
7/2/2018;3.32;274.96M;-3.49%
06/29/2018;3.44;203.75M;1.47%
06/28/2018;3.39;207.26M;-1.17%
06/27/2018;3.43;293.03M;-0.87%
06/26/2018;3.46;286.80M;-1.98%
06/25/2018;3.53;201.04M;-1.40%
06/22/2018;3.58;174.53M;-0.28%
06/21/2018;3.59;201.46M;0.28%
06/20/2018;3.58;194.69M;-1.38%
06/19/2018;3.63;622.18M;0.00%
06/15/2018;3.63;240.16M;0.55%
06/14/2018;3.61;221.06M;0.56%
06/13/2018;3.59;166.43M;-0.28%
6/12/2018;3.6;123.62M;0.00%
6/11/2018;3.6;199.98M;0.28%
6/8/2018;3.59;206.04M;-1.91%
6/7/2018;3.66;170.55M;0.55%
6/6/2018;3.64;183.50M;-0.82%
6/5/2018;3.67;189.38M;0.27%
6/4/2018;3.66;261.49M;1.67%
6/1/2018;3.6;200.55M;0.28%
05/31/2018;3.59;230.82M;0.84%
05/30/2018;3.56;188.62M;-1.66%
05/29/2018;3.62;279.52M;0.28%
05/28/2018;3.61;165.70M;-0.55%
05/25/2018;3.63;214.02M;-4.22%
05/24/2018;3.79;284.08M;-1.04%
05/23/2018;3.83;269.92M;-1.54%
05/22/2018;3.89;250.20M;-0.77%
05/21/2018;3.92;272.47M;0.51%
05/18/2018;3.9;242.12M;1.30%
05/17/2018;3.85;159.20M;0.00%
05/16/2018;3.85;272.40M;-1.79%
05/15/2018;3.92;257.40M;-0.51%
05/14/2018;3.94;246.06M;0.77%
5/11/2018;3.91;225.62M;0.51%
5/10/2018;3.89;158.53M;-0.26%
5/9/2018;3.9;168.32M;0.00%
5/8/2018;3.9;294.58M;1.04%
5/7/2018;3.86;236.55M;0.78%
5/4/2018;3.83;162.35M;-0.26%
5/3/2018;3.84;199.81M;-0.52%
5/2/2018;3.86;291.52M;1.31%
04/27/2018;3.81;175.44M;0.53%
04/26/2018;3.79;209.47M;-0.52%
04/25/2018;3.81;176.25M;-0.78%
04/24/2018;3.84;455.27M;2.13%
04/23/2018;3.76;232.44M;0.53%
04/20/2018;3.74;309.26M;-1.06%
04/19/2018;3.78;310.85M;0.27%
04/18/2018;3.77;367.43M;1.07%
04/17/2018;3.73;326.39M;-0.53%
04/16/2018;3.75;602.19M;-3.10%
04/13/2018;3.87;258.99M;-0.77%
4/12/2018;3.9;303.30M;-2.26%
4/11/2018;3.99;506.44M;1.27%
4/10/2018;3.94;462.53M;2.87%
4/9/2018;3.83;221.07M;0.52%
4/4/2018;3.81;289.41M;-0.52%
4/3/2018;3.83;341.66M;-0.26%
4/2/2018;3.84;386.44M;-1.79%
03/30/2018;3.91;296.60M;-1.26%
03/29/2018;3.96;500.47M;2.59%
03/28/2018;3.86;486.01M;0.52%
03/27/2018;3.84;498.77M;0.52%
03/26/2018;3.82;633.86M;-3.29%
03/23/2018;3.95;743.98M;-2.71%
03/22/2018;4.06;418.37M;-0.98%
03/21/2018;4.1;429.24M;0.00%
03/20/2018;4.1;309.84M;0.49%
03/19/2018;4.08;283.76M;0.25%
03/16/2018;4.07;355.62M;-1.45%
03/15/2018;4.13;385.82M;0.98%
03/14/2018;4.09;398.08M;-0.97%
03/13/2018;4.13;1.04B;2.48%
3/12/2018;4.03;641.83M;0.25%
3/9/2018;4.02;380.52M;0.00%
3/8/2018;4.02;514.70M;-0.74%
3/7/2018;4.05;606.14M;0.25%
3/6/2018;4.04;1.07B;-0.74%
3/5/2018;4.07;382.28M;-0.97%
3/2/2018;4.11;282.58M;-0.48%
3/1/2018;4.13;341.32M;0.00%
02/28/2018;4.13;398.31M;-1.67%
02/27/2018;4.2;637.95M;-2.78%
02/26/2018;4.32;678.19M;-0.46%
02/23/2018;4.34;336.78M;0.70%
02/22/2018;4.31;538.00M;3.61%
02/14/2018;4.16;263.62M;0.24%
02/13/2018;4.15;643.30M;1.47%
2/12/2018;4.09;568.37M;-1.68%
2/9/2018;4.16;1.04B;-3.48%
2/8/2018;4.31;949.60M;-3.36%
2/7/2018;4.46;1.12B;-5.31%
2/6/2018;4.71;1.09B;-0.84%
2/5/2018;4.75;988.66M;5.32%
2/2/2018;4.51;489.79M;0.00%
2/1/2018;4.51;723.16M;1.12%
01/31/2018;4.46;501.67M;0.90%
01/30/2018;4.42;541.57M;-2.00%
01/29/2018;4.51;927.28M;0.67%
01/26/2018;4.48;1.87B;-1.32%
01/25/2018;4.54;743.20M;0.22%
01/24/2018;4.53;1.21B;1.12%
01/23/2018;4.48;1.63B;2.75%
01/22/2018;4.36;801.32M;-2.46%
01/19/2018;4.47;605.98M;2.29%
01/18/2018;4.37;807.66M;3.55%
01/17/2018;4.22;854.71M;1.69%
01/16/2018;4.15;842.96M;0.73%
01/15/2018;4.12;551.52M;2.74%
1/12/2018;4.01;345.30M;0.50%
1/11/2018;3.99;400.65M;2.05%
1/10/2018;3.91;419.28M;2.09%
1/9/2018;3.83;252.67M;-0.78%
1/8/2018;3.86;232.63M;-0.26%
1/5/2018;3.87;245.42M;0.00%
1/4/2018;3.87;315.14M;-0.26%
1/3/2018;3.88;307.35M;0.78%
1/2/2018;3.85;798.52M;0.52%
